OID_ZCTA5_20,GEOID_ZCTA5_20,NAMELSAD_ZCTA5_20,AREALAND_ZCTA5_20,AREAWATER_ZCTA5_20,MTFCC_ZCTA5_20,CLASSFP_ZCTA5_20,FUNCSTAT_ZCTA5_20,OID_PLACE_20,GEOID_PLACE_20,NAMELSAD_PLACE_20,AREALAND_PLACE_20,AREAWATER_PLACE_20,MTFCC_PLACE_20,CLASSFP_PLACE_20,FUNCSTAT_PLACE_20,AREALAND_PART,AREAWATER_PART
221704257873616,11020,ZCTA5 11020,4999048,128626,G6350,B5,S,28090303824444,3644897,Manhasset CDP,6177315,88851,G4210,U1,S,281711,0
221704257873616,11020,ZCTA5 11020,4999048,128626,G6350,B5,S,28090303824501,3676287,University Gardens CDP,1375443,0,G4210,U1,S,807106,0
221704257873628,11021,ZCTA5 11021,6161441,92751,G6350,B5,S,27890303824409,3630169,Great Neck village,3430081,70057,G4110,C1,A,297520,0
221704257873628,11021,ZCTA5 11021,6161441,92751,G6350,B5,S,27890303824410,3630191,Great Neck Estates village,1983719,92751,G4110,C1,A,1983719,92751
221704257873628,11021,ZCTA5 11021,6161441,92751,G6350,B5,S,28090303824411,3630202,Great Neck Gardens CDP,467136,0,G4210,U1,S,98164,0
221704257873628,11021,ZCTA5 11021,6161441,92751,G6350,B5,S,27890303824412,3630213,Great Neck Plaza village,806563,0,G4110,C1,A,806563,0
221704257873628,11021,ZCTA5 11021,6161441,92751,G6350,B5,S,27890303824430,3639309,Kensington village,658464,0,G4110,C1,A,542101,0
221704257873628,11021,ZCTA5 11021,6161441,92751,G6350,B5,S,27890303824432,3640937,Lake Success village,4792700,128626,G4110,C1,A,64315,0
221704257873628,11021,ZCTA5 11021,6161441,92751,G6350,B5,S,28090303824444,3644897,Manhasset CDP,6177315,88851,G4210,U1,S,87804,0
221704257873628,11021,ZCTA5 11021,6161441,92751,G6350,B5,S,27890303824485,3664232,Russell Gardens village,449690,0,G4110,C1,A,449690,0
221704257873628,11021,ZCTA5 11021,6161441,92751,G6350,B5,S,27890303824486,3664430,Saddle Rock village,654398,57122,G4110,C1,A,28261,0
221704257873628,11021,ZCTA5 11021,6161441,92751,G6350,B5,S,28090303824487,3664441,Saddle Rock Estates CDP,201819,0,G4210,U1,S,128349,0
221704257873628,11021,ZCTA5 11021,6161441,92751,G6350,B5,S,27890303824499,3673605,Thomaston village,1045477,0,G4110,C1,A,1007207,0
221704257873628,11021,ZCTA5 11021,6161441,92751,G6350,B5,S,28090303824501,3676287,University Gardens CDP,1375443,0,G4210,U1,S,568337,0
221704257873653,11023,ZCTA5 11023,4324773,239316,G6350,B5,S,27890303824409,3630169,Great Neck village,3430081,70057,G4110,C1,A,2117390,70057
221704257873653,11023,ZCTA5 11023,4324773,239316,G6350,B5,S,28090303824411,3630202,Great Neck Gardens CDP,467136,0,G4210,U1,S,368972,0
221704257873653,11023,ZCTA5 11023,4324773,239316,G6350,B5,S,28090303824414,3632094,Harbor Hills CDP,309161,152151,G4210,U1,S,309161,0
221704257873653,11023,ZCTA5 11023,4324773,239316,G6350,B5,S,27890303824430,3639309,Kensington village,658464,0,G4110,C1,A,116363,0
221704257873653,11023,ZCTA5 11023,4324773,239316,G6350,B5,S,27890303824431,3639694,Kings Point village,8699839,1666094,G4110,C1,A,646782,112137
221704257873653,11023,ZCTA5 11023,4324773,239316,G6350,B5,S,27890303824486,3664430,Saddle Rock village,654398,57122,G4110,C1,A,626137,57122
221704257873653,11023,ZCTA5 11023,4324773,239316,G6350,B5,S,28090303824487,3664441,Saddle Rock Estates CDP,201819,0,G4210,U1,S,73470,0
221704257873653,11023,ZCTA5 11023,4324773,239316,G6350,B5,S,27890303824499,3673605,Thomaston village,1045477,0,G4110,C1,A,13725,0
221704257873670,11024,ZCTA5 11024,9068228,913307,G6350,B5,S,27890303824409,3630169,Great Neck village,3430081,70057,G4110,C1,A,1015171,0
221704257873670,11024,ZCTA5 11024,9068228,913307,G6350,B5,S,27890303824431,3639694,Kings Point village,8699839,1666094,G4110,C1,A,8053057,913307
221704257873702,11030,ZCTA5 11030,17014868,478003,G6350,B5,S,27890303824400,3626352,Flower Hill village,4175019,0,G4110,C1,A,2270572,0
221704257873702,11030,ZCTA5 11030,17014868,478003,G6350,B5,S,28090303824444,3644897,Manhasset CDP,6177315,88851,G4210,U1,S,5807800,88851
221704257873702,11030,ZCTA5 11030,17014868,478003,G6350,B5,S,27890303824453,3649231,Munsey Park village,1336745,0,G4110,C1,A,1336745,0
221704257873702,11030,ZCTA5 11030,17014868,478003,G6350,B5,S,27890303824458,3653022,North Hills village,7140468,0,G4110,C1,A,4786893,0
221704257873702,11030,ZCTA5 11030,17014868,478003,G6350,B5,S,27890303824473,3658475,Plandome village,1275361,23525,G4110,C1,A,1275361,23525
221704257873702,11030,ZCTA5 11030,17014868,478003,G6350,B5,S,27890303824474,3658486,Plandome Heights village,468132,18117,G4110,C1,A,468132,18117
221704257873702,11030,ZCTA5 11030,17014868,478003,G6350,B5,S,27890303824475,3658497,Plandome Manor village,1403012,238781,G4110,C1,A,1043073,237012
221704257873702,11030,ZCTA5 11030,17014868,478003,G6350,B5,S,28090303824477,3659520,Port Washington CDP,10880599,3764092,G4210,U1,S,1747,0
221704257873702,11030,ZCTA5 11030,17014868,478003,G6350,B5,S,27890303824499,3673605,Thomaston village,1045477,0,G4110,C1,A,24545,0
221704257873801,11040,ZCTA5 11040,12455623,66036,G6350,B5,S,27890303824403,3628178,Garden City village,13799905,71483,G4110,C1,A,43693,0
221704257873801,11040,ZCTA5 11040,12455623,66036,G6350,B5,S,28090303824404,3628189,Garden City Park CDP,2570802,10307,G4210,U1,S,2570802,10307
221704257873801,11040,ZCTA5 11040,12455623,66036,G6350,B5,S,28090303824417,3634198,Herricks CDP,1483898,0,G4210,U1,S,1059271,0
221704257873801,11040,ZCTA5 11040,12455623,66036,G6350,B5,S,28090303824445,3644908,Manhasset Hills CDP,1531360,0,G4210,U1,S,1403755,0
221704257873801,11040,ZCTA5 11040,12455623,66036,G6350,B5,S,27890303824456,3650397,New Hyde Park village,2195675,0,G4110,C1,A,2195675,0
221704257873801,11040,ZCTA5 11040,12455623,66036,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,429369,0
221704257873801,11040,ZCTA5 11040,12455623,66036,G6350,B5,S,27890303824458,3653022,North Hills village,7140468,0,G4110,C1,A,263132,0
221704257873801,11040,ZCTA5 11040,12455623,66036,G6350,B5,S,28090303824462,3653275,North New Hyde Park CDP,5157090,55729,G4210,U1,S,4487034,55729
221704257873803,11042,ZCTA5 11042,1551548,0,G6350,B5,S,27890303824432,3640937,Lake Success village,4792700,128626,G4110,C1,A,818154,0
221704257873803,11042,ZCTA5 11042,1551548,0,G6350,B5,S,28090303824445,3644908,Manhasset Hills CDP,1531360,0,G4210,U1,S,127605,0
221704257873803,11042,ZCTA5 11042,1551548,0,G6350,B5,S,27890303824458,3653022,North Hills village,7140468,0,G4110,C1,A,125735,0
221704257873803,11042,ZCTA5 11042,1551548,0,G6350,B5,S,28090303824462,3653275,North New Hyde Park CDP,5157090,55729,G4210,U1,S,480054,0
221704257873815,11050,ZCTA5 11050,26246637,4989045,G6350,B5,S,27890303824377,3604803,Baxter Estates village,472627,0,G4110,C1,A,472627,0
221704257873815,11050,ZCTA5 11050,26246637,4989045,G6350,B5,S,27890303824400,3626352,Flower Hill village,4175019,0,G4110,C1,A,1150690,0
221704257873815,11050,ZCTA5 11050,26246637,4989045,G6350,B5,S,27890303824446,3645106,Manorhaven village,1215967,428449,G4110,C1,A,1215967,428449
221704257873815,11050,ZCTA5 11050,26246637,4989045,G6350,B5,S,27890303824475,3658497,Plandome Manor village,1403012,238781,G4110,C1,A,359939,0
221704257873815,11050,ZCTA5 11050,26246637,4989045,G6350,B5,S,28090303824477,3659520,Port Washington CDP,10880599,3764092,G4210,U1,S,10878852,942721
221704257873815,11050,ZCTA5 11050,26246637,4989045,G6350,B5,S,27890303824478,3659531,Port Washington North village,1239548,47188,G4110,C1,A,1239548,47188
221704257873815,11050,ZCTA5 11050,26246637,4989045,G6350,B5,S,27890303824489,3665035,Sands Point village,10929014,3570687,G4110,C1,A,10929014,3570687
221704257873820,11096,ZCTA5 11096,3197286,1661779,G6350,B5,S,28090303824427,3637583,Inwood CDP,4130840,1602743,G4210,U1,S,3197286,1580812
221704257873820,11096,ZCTA5 11096,3197286,1661779,G6350,B5,S,28090303824509,3682942,Woodmere CDP,6683714,611777,G4210,U1,S,0,80967
221704257873853,11101,ZCTA5 11101,6700694,254099,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,6700694,254099
221704257873875,11102,ZCTA5 11102,1815439,2387,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1815439,2387
221704257873879,11103,ZCTA5 11103,1792583,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1792583,0
221704257873883,11104,ZCTA5 11104,1132397,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1132397,0
221704257873887,11105,ZCTA5 11105,4231305,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,4231305,0
221704257873924,11106,ZCTA5 11106,2219078,14591,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2219078,14591
221704257873925,11109,ZCTA5 11109,119581,6319,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,119581,6319
221704257873954,11201,ZCTA5 11201,3506670,39281,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3506670,39281
221704257874009,11203,ZCTA5 11203,5539960,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,5539960,0
221704257874016,11204,ZCTA5 11204,4129771,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,4129771,0
221704257874066,11205,ZCTA5 11205,3033777,376699,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3033777,376699
221704257874141,11206,ZCTA5 11206,3628550,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3628550,0
221704257874190,11207,ZCTA5 11207,7044635,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,7044635,0
221704257874243,11208,ZCTA5 11208,6931906,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,6931906,0
221704257874262,11209,ZCTA5 11209,5473452,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,5473452,0
221704257874300,11210,ZCTA5 11210,4270311,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,4270311,0
221704257874345,11211,ZCTA5 11211,3768558,106152,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3768558,106152
221704257874360,11212,ZCTA5 11212,4002499,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,4002499,0
221704257874363,11213,ZCTA5 11213,2791686,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2791686,0
221704257874368,11214,ZCTA5 11214,5242819,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,5242819,0
221704257874383,11215,ZCTA5 11215,5668437,58928,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,5668437,58928
221704257874385,11216,ZCTA5 11216,2486719,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2486719,0
221704257874400,11217,ZCTA5 11217,1908694,8496,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1908694,8496
221704257874468,11218,ZCTA5 11218,3527412,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3527412,0
221704257874675,11219,ZCTA5 11219,3865336,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3865336,0
221704257874680,11220,ZCTA5 11220,4475329,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,4475329,0
221704257874909,11221,ZCTA5 11221,3576561,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3576561,0
221704257874921,11222,ZCTA5 11222,3942933,206471,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3942933,206471
221704257874955,11223,ZCTA5 11223,5361174,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,5361174,0
221704257874963,11224,ZCTA5 11224,4017284,87258,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,4017284,87258
221704257874973,11225,ZCTA5 11225,2265820,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2265820,0
221704257874986,11226,ZCTA5 11226,3373771,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3373771,0
221704257874996,11228,ZCTA5 11228,3877759,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3877759,0
221704257875153,11229,ZCTA5 11229,5199254,143662,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,5199254,143662
221704257875205,11230,ZCTA5 11230,4773124,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,4773124,0
221704257875232,11231,ZCTA5 11231,3690567,66967,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3690567,66967
221704257875234,11232,ZCTA5 11232,3215315,234,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3215315,234
221704257875263,11233,ZCTA5 11233,3493736,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3493736,0
221704257875309,11234,ZCTA5 11234,19124670,1485166,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,19124670,1485166
221704257875346,11235,ZCTA5 11235,6363901,1149829,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,6363901,1149829
221704257875378,11236,ZCTA5 11236,9231367,89767,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,9231367,89767
221704257875385,11237,ZCTA5 11237,2580676,46803,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2580676,46803
221704257875387,11238,ZCTA5 11238,4789042,227326,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,4789042,227326
221704257875388,11239,ZCTA5 11239,4448124,562057,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,4448124,562057
2217026265990946,11249,ZCTA5 11249,1851085,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1851085,0
221704257875405,11354,ZCTA5 11354,5572757,59468,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,5572757,59468
221704257875412,11355,ZCTA5 11355,4446032,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,4446032,0
221704257875417,11356,ZCTA5 11356,4096028,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,4096028,0
221704257875425,11357,ZCTA5 11357,7341415,2281,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,7341415,2281
221704257875426,11358,ZCTA5 11358,5067751,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,5067751,0
221704257875431,11359,ZCTA5 11359,648383,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,648383,0
221704257875438,11360,ZCTA5 11360,3563186,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3563186,0
221704257875452,11361,ZCTA5 11361,4437987,49214,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,4437987,49214
221704257875463,11362,ZCTA5 11362,5379030,39269,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,5379030,39269
221704257875465,11363,ZCTA5 11363,2239195,34217,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2239195,34217
221704257875491,11364,ZCTA5 11364,6498280,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,6498280,0
221704257875499,11365,ZCTA5 11365,6439314,46201,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,6439314,46201
221704257875509,11366,ZCTA5 11366,3946393,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3946393,0
221704257875516,11367,ZCTA5 11367,4952610,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,4952610,0
221704257875539,11368,ZCTA5 11368,6821040,99467,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,6821040,99467
221704257875559,11369,ZCTA5 11369,2807334,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2807334,0
221704257875586,11370,ZCTA5 11370,3997507,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3997507,0
221704257875587,11371,ZCTA5 11371,2837110,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2837110,0
221704257875605,11372,ZCTA5 11372,1913029,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1913029,0
221704257875625,11373,ZCTA5 11373,3915486,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3915486,0
221704257875629,11374,ZCTA5 11374,2445084,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2445084,0
221704257875710,11375,ZCTA5 11375,6269573,556542,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,6269573,556542
221704257875744,11377,ZCTA5 11377,6557544,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,6557544,0
221704257875771,11378,ZCTA5 11378,6306169,122157,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,6306169,122157
221704257875786,11379,ZCTA5 11379,5738388,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,5738388,0
221704257875827,11385,ZCTA5 11385,9363087,82983,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,9363087,82983
221704257875841,11411,ZCTA5 11411,3054399,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3054399,0
221704257875844,11412,ZCTA5 11412,4260491,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,4260491,0
221704257875887,11413,ZCTA5 11413,7812635,43490,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,7812635,43490
221704257875900,11414,ZCTA5 11414,5979139,178512,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,5979139,178512
221704257875901,11415,ZCTA5 11415,1450699,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1450699,0
221704257875909,11416,ZCTA5 11416,1708434,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,1708434,0
221704257875946,11417,ZCTA5 11417,2883937,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2883937,0
221704257875962,11418,ZCTA5 11418,4298206,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,4298206,0
221704257875976,11419,ZCTA5 11419,2917756,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2917756,0
221704257875986,11420,ZCTA5 11420,5459080,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,5459080,0
221704257876007,11421,ZCTA5 11421,3327832,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3327832,0
221704257876019,11422,ZCTA5 11422,5436200,137648,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,5436200,137648
221704257876024,11423,ZCTA5 11423,3645124,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3645124,0
221704257876030,11424,ZCTA5 11424,49079,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,49079,0
221704257876035,11426,ZCTA5 11426,3555218,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3555218,0
221704257876049,11427,ZCTA5 11427,4062875,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,4062875,0
221704257876056,11428,ZCTA5 11428,2154074,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2154074,0
221704257876075,11429,ZCTA5 11429,3420397,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3420397,0
221704257876079,11430,ZCTA5 11430,18446520,904474,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,18446520,904474
221704257876090,11432,ZCTA5 11432,5240658,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,5240658,0
221704257876106,11433,ZCTA5 11433,3964952,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3964952,0
221704257876172,11434,ZCTA5 11434,8405426,106288,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,8405426,106288
221704257876183,11435,ZCTA5 11435,3912570,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,3912570,0
221704257876186,11436,ZCTA5 11436,2065627,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,2065627,0
2217026265990943,11439,ZCTA5 11439,385423,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,385423,0
221704257876187,11451,ZCTA5 11451,185278,0,G6350,B5,S,27890287325779,3651000,New York city,778165283,445421632,G4110,C1,A,185278,0
221704257876206,11501,ZCTA5 11501,5269635,0,G6350,B5,S,27890303824403,3628178,Garden City village,13799905,71483,G4110,C1,A,385633,0
221704257876206,11501,ZCTA5 11501,5269635,0,G6350,B5,S,27890303824452,3647636,Mineola village,4794402,0,G4110,C1,A,4778895,0
221704257876206,11501,ZCTA5 11501,5269635,0,G6350,B5,S,27890303824507,3682117,Williston Park village,1621989,0,G4110,C1,A,105107,0
221704257876210,11507,ZCTA5 11507,2736029,0,G6350,B5,S,28090303824367,3601011,Albertson CDP,1758559,0,G4210,U1,S,1363533,0
221704257876210,11507,ZCTA5 11507,2736029,0,G6350,B5,S,27890303824458,3653022,North Hills village,7140468,0,G4110,C1,A,54193,0
221704257876210,11507,ZCTA5 11507,2736029,0,G6350,B5,S,28090303824484,3663814,Roslyn Heights CDP,3821589,0,G4210,U1,S,187097,0
221704257876210,11507,ZCTA5 11507,2736029,0,G6350,B5,S,28090303824492,3666102,Searingtown CDP,2413224,0,G4210,U1,S,1131206,0
221704257876215,11509,ZCTA5 11509,2176968,714210,G6350,B5,S,27890303824373,3602968,Atlantic Beach village,1137583,1506193,G4110,C1,A,1137583,451509
221704257876215,11509,ZCTA5 11509,2176968,714210,G6350,B5,S,28090303824389,3621578,East Atlantic Beach CDP,808228,961004,G4210,U1,S,522715,202811
221704257876238,11510,ZCTA5 11510,10753591,1557825,G6350,B5,S,28090303824374,3604143,Baldwin CDP,10654991,1541841,G4210,U1,S,10313963,1541841
221704257876238,11510,ZCTA5 11510,10753591,1557825,G6350,B5,S,28090303824465,3654441,Oceanside CDP,12768540,1296124,G4210,U1,S,418291,15984
221704257876238,11510,ZCTA5 11510,10753591,1557825,G6350,B5,S,28090303824495,3669188,South Hempstead CDP,1497817,0,G4210,U1,S,21337,0
221704257876244,11514,ZCTA5 11514,2345031,0,G6350,B5,S,28090303824385,3612419,Carle Place CDP,2481987,0,G4210,U1,S,2332689,0
221704257876244,11514,ZCTA5 11514,2345031,0,G6350,B5,S,27890303824452,3647636,Mineola village,4794402,0,G4110,C1,A,2194,0
221704257876244,11514,ZCTA5 11514,2345031,0,G6350,B5,S,27890303824505,3679444,Westbury village,6069815,0,G4110,C1,A,10148,0
221704257876247,11516,ZCTA5 11516,2382312,21931,G6350,B5,S,27890303824386,3613233,Cedarhurst village,1747711,0,G4110,C1,A,1747711,0
221704257876247,11516,ZCTA5 11516,2382312,21931,G6350,B5,S,28090303824427,3637583,Inwood CDP,4130840,1602743,G4210,U1,S,15990,21931
221704257876247,11516,ZCTA5 11516,2382312,21931,G6350,B5,S,28090303824509,3682942,Woodmere CDP,6683714,611777,G4210,U1,S,618611,0
221704257876253,11518,ZCTA5 11518,3616798,296136,G6350,B5,S,28090303824378,3604891,Bay Park CDP,1300132,261801,G4210,U1,S,1300132,261801
221704257876253,11518,ZCTA5 11518,3616798,296136,G6350,B5,S,27890303824395,3622876,East Rockaway village,2636667,34335,G4110,C1,A,2316666,34335
221704257876261,11520,ZCTA5 11520,13105763,1284663,G6350,B5,S,27890303824402,3627485,Freeport village,11857374,757064,G4110,C1,A,11857374,757064
221704257876261,11520,ZCTA5 11520,13105763,1284663,G6350,B5,S,28090303824450,3646668,Merrick CDP,10311480,3029606,G4210,U1,S,1005867,527599
221704257876261,11520,ZCTA5 11520,13105763,1284663,G6350,B5,S,28090303824480,3663506,Roosevelt CDP,4584995,26590,G4210,U1,S,242522,0
221704257876269,11530,ZCTA5 11530,18739436,71483,G6350,B5,S,28090303824401,3627309,Franklin Square CDP,7458918,0,G4210,U1,S,8103,0
221704257876269,11530,ZCTA5 11530,18739436,71483,G6350,B5,S,27890303824403,3628178,Garden City village,13799905,71483,G4110,C1,A,13370579,71483
221704257876269,11530,ZCTA5 11530,18739436,71483,G6350,B5,S,28090303824405,3628200,Garden City South CDP,1032894,0,G4210,U1,S,695481,0
221704257876269,11530,ZCTA5 11530,18739436,71483,G6350,B5,S,27890303824497,3671267,Stewart Manor village,523768,0,G4110,C1,A,490252,0
221704257876269,11530,ZCTA5 11530,18739436,71483,G6350,B5,S,28090303824500,3676089,Uniondale CDP,14792087,0,G4210,U1,S,4175021,0
221704257876278,11542,ZCTA5 11542,17405851,630147,G6350,B5,S,27890303824406,3629113,Glen Cove city,17243917,32598438,G4110,C5,A,16846016,622235
221704257876278,11542,ZCTA5 11542,17405851,630147,G6350,B5,S,28090303824407,3629245,Glen Head CDP,4254606,0,G4210,U1,S,434727,0
221704257876278,11542,ZCTA5 11542,17405851,630147,G6350,B5,S,27890303824434,3641432,Lattingtown village,9705069,198288,G4110,C1,A,120731,7912
221704257876278,11542,ZCTA5 11542,17405851,630147,G6350,B5,S,27890303824490,3666047,Sea Cliff village,2887408,2192567,G4110,C1,A,4377,0
221704257876279,11545,ZCTA5 11545,29666572,3279,G6350,B5,S,27890303824384,3610132,Brookville village,10223878,29514,G4110,C1,A,8982568,0
221704257876279,11545,ZCTA5 11545,29666572,3279,G6350,B5,S,28090303824407,3629245,Glen Head CDP,4254606,0,G4210,U1,S,3819879,0
221704257876279,11545,ZCTA5 11545,29666572,3279,G6350,B5,S,28090303824408,3629421,Glenwood Landing CDP,2511122,0,G4210,U1,S,1300045,0
221704257876279,11545,ZCTA5 11545,29666572,3279,G6350,B5,S,27890303824454,3649330,Muttontown village,15687540,0,G4110,C1,A,1995622,0
