county,zip,state,n
OSWEGO,12126,NY,1
OSWEGO,12155,NY,1
OSWEGO,12232,NY,14
OSWEGO,12233,NY,7
OSWEGO,12533,NY,1
OSWEGO,12916,NY,1
OSWEGO,13022,NY,1
OSWEGO,13026,NY,1
OSWEGO,13027,NY,7
OSWEGO,13028,NY,188
OSWEGO,13029,NY,24
OSWEGO,13030,NY,2
OSWEGO,13031,NY,1
OSWEGO,13033,NY,4
OSWEGO,13036,NY,1492
OSWEGO,13037,NY,1
OSWEGO,13039,NY,5
OSWEGO,13041,NY,2
OSWEGO,13042,NY,216
OSWEGO,13044,NY,442
OSWEGO,13057,NY,1
OSWEGO,13064,NY,2
OSWEGO,13068,NY,1
OSWEGO,13069,NY,3039
OSWEGO,13074,NY,515
OSWEGO,13076,NY,382
OSWEGO,13078,NY,2
OSWEGO,13083,NY,268
OSWEGO,13088,NY,2
OSWEGO,13089,NY,1
OSWEGO,13090,NY,2
OSWEGO,13093,NY,11
OSWEGO,13101,NY,1
OSWEGO,13103,NY,35
OSWEGO,13106,NY,1
OSWEGO,13111,NY,25
OSWEGO,13112,NY,3
OSWEGO,13114,NY,1047
OSWEGO,13115,NY,41
OSWEGO,13116,NY,1
OSWEGO,13121,NY,21
OSWEGO,13125,NY,2
OSWEGO,13126,NY,4401
OSWEGO,13128,NY,1
OSWEGO,13131,NY,538
OSWEGO,13132,NY,633
OSWEGO,13135,NY,898
OSWEGO,13136,NY,3
OSWEGO,13138,NY,1
OSWEGO,13142,NY,1031
OSWEGO,13143,NY,1
OSWEGO,13144,NY,140
OSWEGO,13145,NY,271
OSWEGO,13152,NY,2
OSWEGO,13156,NY,5
OSWEGO,13157,NY,1
OSWEGO,13160,NY,1
OSWEGO,13162,NY,1
OSWEGO,13167,NY,499
OSWEGO,13203,NY,1
OSWEGO,13206,NY,1
OSWEGO,13208,NY,1
OSWEGO,13209,NY,1
OSWEGO,13212,NY,2
OSWEGO,13215,NY,2
OSWEGO,13216,NY,2
OSWEGO,13302,NY,183
OSWEGO,13315,NY,2
OSWEGO,13316,NY,12
OSWEGO,13320,NY,2
OSWEGO,13326,NY,3
OSWEGO,13337,NY,1
OSWEGO,13348,NY,1
OSWEGO,13402,NY,1
OSWEGO,13409,NY,1
OSWEGO,13424,NY,1
OSWEGO,13426,NY,25
OSWEGO,13437,NY,85
OSWEGO,13439,NY,2
OSWEGO,13456,NY,1
OSWEGO,13483,NY,1
OSWEGO,13491,NY,1
OSWEGO,13493,NY,234
OSWEGO,13601,NY,1
OSWEGO,13606,NY,1
OSWEGO,13615,NY,1
OSWEGO,13640,NY,1
OSWEGO,13654,NY,1
OSWEGO,13656,NY,1
OSWEGO,13661,NY,2
OSWEGO,13681,NY,1
OSWEGO,13803,NY,1
OSWEGO,13808,NY,2
OSWEGO,13810,NY,1
OSWEGO,13815,NY,1
OSWEGO,13820,NY,5
OSWEGO,13827,NY,3
OSWEGO,13849,NY,1
OSWEGO,14411,NY,1
OSWEGO,14580,NY,1
OSWEGO,14837,NY,1
OSWEGO,14882,NY,4
OSWEGO,21104,MD,1
OSWEGO,21117,MD,15
OSWEGO,22408,VA,1
OSWEGO,28451,NC,1
OSWEGO,29526,SC,1
OSWEGO,34747,FL,1
OSWEGO,54956,WI,3
OSWEGO,60016,IL,1
OSWEGO,61710,IL,1
OSWEGO,65801,MO,4
OSWEGO,75062,TX,1
OSWEGO,78288,TX,1
OSWEGO,85310,AZ,1
SARATOGA,01730,MA,1
SARATOGA,01860,MA,1
SARATOGA,06032,CT,4
SARATOGA,08054,NJ,12
SARATOGA,10026,NY,1
SARATOGA,10577,NY,2
SARATOGA,10710,NY,1
SARATOGA,10980,NY,1
SARATOGA,11004,NY,1
SARATOGA,11230,NY,1
SARATOGA,11385,NY,1
SARATOGA,11545,NY,1
SARATOGA,11691,NY,1
SARATOGA,11797,NY,1
SARATOGA,11803,NY,1
SARATOGA,12008,NY,2
SARATOGA,12009,NY,1
SARATOGA,12010,NY,116
SARATOGA,12018,NY,4
SARATOGA,12019,NY,3394
SARATOGA,12020,NY,6851
SARATOGA,12025,NY,81
SARATOGA,12027,NY,758
SARATOGA,12032,NY,1
SARATOGA,12043,NY,1
SARATOGA,12046,NY,1
SARATOGA,12047,NY,5
SARATOGA,12054,NY,1
SARATOGA,12057,NY,1
SARATOGA,12058,NY,1
SARATOGA,12061,NY,2
SARATOGA,12065,NY,9070
SARATOGA,12066,NY,1
SARATOGA,12074,NY,500
SARATOGA,12075,NY,1
SARATOGA,12077,NY,5
SARATOGA,12078,NY,4
SARATOGA,12083,NY,1
SARATOGA,12086,NY,40
SARATOGA,12090,NY,1
SARATOGA,12095,NY,1
SARATOGA,12109,NY,1
SARATOGA,12110,NY,5
SARATOGA,12118,NY,3706
SARATOGA,12121,NY,1
SARATOGA,12122,NY,1
SARATOGA,12134,NY,164
SARATOGA,12143,NY,1
SARATOGA,12144,NY,3
SARATOGA,12145,NY,1
SARATOGA,12148,NY,1015
SARATOGA,12151,NY,230
SARATOGA,12154,NY,1
SARATOGA,12158,NY,2
SARATOGA,12159,NY,1
SARATOGA,12170,NY,957
SARATOGA,12180,NY,4
SARATOGA,12184,NY,1
SARATOGA,12185,NY,9
SARATOGA,12188,NY,2064
SARATOGA,12189,NY,7
SARATOGA,12190,NY,1
SARATOGA,12203,NY,4
SARATOGA,12205,NY,3
SARATOGA,12207,NY,37
SARATOGA,12211,NY,2
SARATOGA,12212,NY,1
SARATOGA,12232,NY,186
SARATOGA,12233,NY,27
SARATOGA,12301,NY,1
SARATOGA,12302,NY,86
SARATOGA,12303,NY,3
SARATOGA,12304,NY,1
SARATOGA,12305,NY,1
SARATOGA,12306,NY,1
SARATOGA,12309,NY,5
SARATOGA,12547,NY,6
SARATOGA,12566,NY,2
SARATOGA,12572,NY,1
SARATOGA,12601,NY,1
SARATOGA,12801,NY,9
SARATOGA,12803,NT,1
SARATOGA,12803,NY,1548
SARATOGA,12804,NY,21
SARATOGA,12809,NY,2
SARATOGA,12814,NY,1
SARATOGA,12817,NY,1
SARATOGA,12822,NY,963
SARATOGA,12827,NY,1
SARATOGA,12828,NY,338
SARATOGA,12830,NY,2
SARATOGA,12831,NY,3371
SARATOGA,12832,NY,1
SARATOGA,12833,NY,811
SARATOGA,12834,NY,10
SARATOGA,12835,NY,494
SARATOGA,12836,NY,1
SARATOGA,12839,NY,1
SARATOGA,12845,NY,2
SARATOGA,12846,NY,1
SARATOGA,12850,NY,523
SARATOGA,12852,NY,1
SARATOGA,12859,NY,343
SARATOGA,12861,NY,1
SARATOGA,12863,NY,141
SARATOGA,12866,NY,7733
SARATOGA,12869,NY,1
SARATOGA,12870,NY,1
SARATOGA,12871,NY,601
SARATOGA,12878,NY,1
SARATOGA,12882,NY,1
SARATOGA,12884,NY,56
SARATOGA,12885,NY,1
SARATOGA,12886,NY,5
SARATOGA,12901,NY,1
SARATOGA,12960,NY,1
SARATOGA,12965,NY,1
SARATOGA,12966,NY,2
SARATOGA,12975,NY,1
SARATOGA,12983,NY,1
SARATOGA,12996,NY,1
SARATOGA,13110,NY,1
SARATOGA,13452,NY,1
SARATOGA,13459,NY,2
SARATOGA,13662,NY,1
SARATOGA,14225,NY,1
SARATOGA,14803,NY,1
SARATOGA,20187,VA,1
SARATOGA,21060,MD,1
SARATOGA,21117,MD,39
SARATOGA,21152,MD,1
SARATOGA,27604,NC,1
SARATOGA,28451,NC,1
SARATOGA,30009,GA,2
SARATOGA,34243,FL,1
SARATOGA,34286,FL,1
SARATOGA,37922,TN,1
SARATOGA,47402,IN,1
SARATOGA,48359,MI,4
SARATOGA,53718,WI,3
SARATOGA,54956,WI,11
SARATOGA,54957,WI,1
SARATOGA,59336,MT,1
SARATOGA,60015,IL,4
SARATOGA,60016,IL,25
SARATOGA,60143,IL,1
SARATOGA,60173,IL,14
SARATOGA,60185,IL,1
SARATOGA,60523,IL,1
SARATOGA,61710,IL,2
SARATOGA,61761,IL,3
SARATOGA,65801,MO,2
SARATOGA,75062,TX,1
SARATOGA,75165,TX,2
SARATOGA,76103,TX,1
SARATOGA,78288,TX,1
SARATOGA,80123,CO,1
SARATOGA,90501,CA,1
SARATOGA,91436,CA,1
SARATOGA,95070,CA,1
SARATOGA,99999,CT,1
ST LAWRENCE,10003,NY,1
ST LAWRENCE,10304,NY,1
ST LAWRENCE,10310,NY,2
ST LAWRENCE,10314,NY,1
ST LAWRENCE,10471,NY,1
ST LAWRENCE,10512,NY,1
ST LAWRENCE,10541,NY,1
ST LAWRENCE,10543,NY,1
ST LAWRENCE,10552,NY,1
ST LAWRENCE,10567,NY,1
ST LAWRENCE,10573,NY,1
ST LAWRENCE,10583,NY,1
ST LAWRENCE,10595,NY,1
ST LAWRENCE,10605,NY,1
ST LAWRENCE,10710,NY,1
ST LAWRENCE,10803,NY,1
ST LAWRENCE,10941,NY,1
ST LAWRENCE,11050,NY,1
ST LAWRENCE,11096,NY,1
ST LAWRENCE,11104,NY,1
ST LAWRENCE,11209,NY,1
ST LAWRENCE,11215,NY,1
ST LAWRENCE,11218,NY,1
ST LAWRENCE,11372,NY,1
ST LAWRENCE,11412,NY,1
ST LAWRENCE,11413,NY,1
ST LAWRENCE,11414,NY,1
ST LAWRENCE,11420,NY,1
ST LAWRENCE,11421,NY,1
ST LAWRENCE,11559,NY,5
ST LAWRENCE,11561,NY,2
ST LAWRENCE,11580,NY,2
ST LAWRENCE,11581,NY,1
ST LAWRENCE,11659,NY,1
ST LAWRENCE,11713,NY,1
ST LAWRENCE,11714,NY,1
ST LAWRENCE,11725,NY,1
ST LAWRENCE,11731,NY,1
ST LAWRENCE,11746,NY,1
ST LAWRENCE,11766,NY,1
ST LAWRENCE,11772,NY,1
ST LAWRENCE,11803,NY,1
ST LAWRENCE,11954,NY,1
ST LAWRENCE,12065,NY,1
ST LAWRENCE,12110,NY,1
ST LAWRENCE,12147,NY,6
ST LAWRENCE,12183,NY,1
ST LAWRENCE,12226,NY,12
ST LAWRENCE,12229,NY,22
ST LAWRENCE,12232,NY,11
ST LAWRENCE,12233,NY,9
ST LAWRENCE,12234,NY,2
ST LAWRENCE,12235,NY,3
ST LAWRENCE,12237,NY,1
ST LAWRENCE,12302,NY,1
ST LAWRENCE,12390,NY,1
ST LAWRENCE,12440,NY,1
ST LAWRENCE,12913,NY,1
ST LAWRENCE,12914,NY,1
ST LAWRENCE,12916,NY,9
ST LAWRENCE,12922,NY,17
ST LAWRENCE,12926,NY,3
ST LAWRENCE,12927,NY,50
ST LAWRENCE,12930,NY,3
ST LAWRENCE,12934,NY,1
ST LAWRENCE,12937,NY,4
ST LAWRENCE,12945,NY,1
ST LAWRENCE,12946,NY,2
ST LAWRENCE,12949,NY,1
ST LAWRENCE,12953,NY,10
ST LAWRENCE,12957,NY,2
ST LAWRENCE,12962,NY,1
ST LAWRENCE,12965,NY,93
ST LAWRENCE,12967,NY,148
ST LAWRENCE,12973,NY,34
ST LAWRENCE,12980,NY,12
ST LAWRENCE,12983,NY,1
ST LAWRENCE,12986,NY,17
ST LAWRENCE,12992,NY,1
ST LAWRENCE,12996,NY,1
ST LAWRENCE,13027,NY,1
ST LAWRENCE,13044,NY,1
ST LAWRENCE,13053,NY,1
ST LAWRENCE,13057,NY,1
ST LAWRENCE,13063,NY,1
ST LAWRENCE,13069,NY,1
ST LAWRENCE,13142,NY,2
ST LAWRENCE,13204,NY,2
ST LAWRENCE,13214,NY,3
ST LAWRENCE,13215,NY,1
ST LAWRENCE,13305,NY,1
ST LAWRENCE,13350,NY,1
ST LAWRENCE,13362,NY,3
ST LAWRENCE,13365,NY,1
ST LAWRENCE,13367,NY,2
ST LAWRENCE,13436,NY,1
ST LAWRENCE,13542,NY,1
ST LAWRENCE,13601,NY,7
ST LAWRENCE,13605,NY,3
ST LAWRENCE,13607,NY,6
ST LAWRENCE,13608,NY,12
ST LAWRENCE,13612,NY,1
ST LAWRENCE,13613,NY,408
ST LAWRENCE,13614,NY,30
ST LAWRENCE,13617,NY,1336
ST LAWRENCE,13619,NY,3
ST LAWRENCE,13620,NY,1
ST LAWRENCE,13621,NY,90
ST LAWRENCE,13622,NY,4
ST LAWRENCE,13623,NY,6
ST LAWRENCE,13624,NY,2
ST LAWRENCE,13625,NY,395
ST LAWRENCE,13626,NY,1
ST LAWRENCE,13630,NY,174
ST LAWRENCE,13632,NY,1
ST LAWRENCE,13633,NY,33
ST LAWRENCE,13634,NY,1
ST LAWRENCE,13635,NY,134
ST LAWRENCE,13637,NY,1
ST LAWRENCE,13639,NY,36
ST LAWRENCE,13641,NY,1
ST LAWRENCE,13642,NY,1143
ST LAWRENCE,13645,NY,10
ST LAWRENCE,13646,NY,305
ST LAWRENCE,13647,NY,72
ST LAWRENCE,13648,NY,106
ST LAWRENCE,13649,NY,13
ST LAWRENCE,13650,NY,1
ST LAWRENCE,13652,NY,225
ST LAWRENCE,13654,NY,292
ST LAWRENCE,13655,NY,62
ST LAWRENCE,13656,NY,5
ST LAWRENCE,13658,NY,403
ST LAWRENCE,13660,NY,293
ST LAWRENCE,13661,NY,2
ST LAWRENCE,13662,NY,2600
ST LAWRENCE,13663,NY,1
ST LAWRENCE,13664,NY,107
ST LAWRENCE,13666,NY,24
ST LAWRENCE,13667,NY,436
ST LAWRENCE,13668,NY,471
ST LAWRENCE,13669,NY,1845
ST LAWRENCE,13670,NY,48
ST LAWRENCE,13672,NY,126
ST LAWRENCE,13673,NY,3
ST LAWRENCE,13676,NY,1518
ST LAWRENCE,13677,NY,5
ST LAWRENCE,13678,NY,20
ST LAWRENCE,13679,NY,17
ST LAWRENCE,13680,NY,129
ST LAWRENCE,13681,NY,102
ST LAWRENCE,13683,NY,15
ST LAWRENCE,13684,NY,173
ST LAWRENCE,13687,NY,85
ST LAWRENCE,13688,NY,1
ST LAWRENCE,13690,NY,110
ST LAWRENCE,13691,NY,1
ST LAWRENCE,13694,NY,328
ST LAWRENCE,13695,NY,22
ST LAWRENCE,13696,NY,22
ST LAWRENCE,13697,NY,313
ST LAWRENCE,13796,NY,1
ST LAWRENCE,14225,NY,1
ST LAWRENCE,14564,NY,2
ST LAWRENCE,14623,NY,1
ST LAWRENCE,14821,NY,1
ST LAWRENCE,21117,MD,3
ST LAWRENCE,33955,FL,1
ST LAWRENCE,34222,FL,1
ST LAWRENCE,37072,TN,1
ST LAWRENCE,53718,WI,4
ST LAWRENCE,60016,IL,1
ST LAWRENCE,60173,IL,2
ST LAWRENCE,95038,CA,1
TOMPKINS,10306,NY,1
TOMPKINS,10502,NY,1
TOMPKINS,10514,NY,1
TOMPKINS,10570,NY,1
TOMPKINS,10580,NY,1
TOMPKINS,11203,NY,1
TOMPKINS,11217,NY,1
TOMPKINS,12065,NY,4
TOMPKINS,12144,NY,2
TOMPKINS,12207,NY,20
TOMPKINS,12232,NY,4
TOMPKINS,12235,NY,2
TOMPKINS,12401,NY,1
TOMPKINS,12449,NY,166
TOMPKINS,13021,NY,3
TOMPKINS,13045,NY,29
TOMPKINS,13053,NY,569
TOMPKINS,13062,NY,14
TOMPKINS,13068,ND,1
TOMPKINS,13068,NY,694
TOMPKINS,13069,NY,2
TOMPKINS,13071,NY,1
TOMPKINS,13073,NY,778
TOMPKINS,13077,NY,4
TOMPKINS,13088,NY,2
TOMPKINS,13092,NY,26
TOMPKINS,13102,NY,18
TOMPKINS,13112,NY,1
TOMPKINS,13118,NY,2
TOMPKINS,13141,NY,1
TOMPKINS,13501,NY,1
TOMPKINS,13703,NY,2
TOMPKINS,13733,NY,1
TOMPKINS,13736,NY,11
TOMPKINS,13738,NY,1
TOMPKINS,13743,NY,1
TOMPKINS,13752,NY,1
TOMPKINS,13803,NY,1
TOMPKINS,13835,NY,1
TOMPKINS,13862,NY,1
TOMPKINS,13864,NY,16
TOMPKINS,13901,NY,1
TOMPKINS,14424,NY,1
TOMPKINS,14450,NY,1
TOMPKINS,14521,NY,1
TOMPKINS,14568,NY,1
TOMPKINS,14580,NY,7
TOMPKINS,14805,NY,1
TOMPKINS,14814,NY,1
TOMPKINS,14817,NY,288
TOMPKINS,14822,NY,1
TOMPKINS,14830,NY,1
TOMPKINS,14841,NY,1
TOMPKINS,14845,NY,2
TOMPKINS,14847,NY,1
TOMPKINS,14850,NT,1
TOMPKINS,14850,NY,5685
TOMPKINS,14851,NY,34
TOMPKINS,14852,NY,107
TOMPKINS,14853,NY,233
TOMPKINS,14854,NY,8
TOMPKINS,14863,NY,1
TOMPKINS,14866,NY,2
TOMPKINS,14867,NY,649
TOMPKINS,14881,NY,34
TOMPKINS,14882,NY,555
TOMPKINS,14883,NY,73
TOMPKINS,14885,NY,1
TOMPKINS,14886,NY,749
TOMPKINS,14896,NY,2
TOMPKINS,14903,NY,1
TOMPKINS,20018,DC,1
TOMPKINS,21117,MD,1
TOMPKINS,48359,MI,1
TOMPKINS,60173,IL,5
TOMPKINS,65801,MO,1
TOMPKINS,75062,TX,1
WARREN,05359,VT,2
WARREN,05758,VT,1
WARREN,06756,CT,1
WARREN,07423,NJ,1
WARREN,07451,NJ,1
WARREN,07458,NJ,1
WARREN,07827,NJ,1
WARREN,08048,NJ,1
WARREN,08054,NJ,1
WARREN,08865,NJ,1
WARREN,10308,NY,1
WARREN,10504,NY,1
WARREN,10512,NY,1
WARREN,10514,NY,1
WARREN,10583,NY,1
WARREN,11357,NY,1
WARREN,11501,NY,1
WARREN,11545,NY,1
WARREN,11570,NY,1
WARREN,11694,NY,1
WARREN,11766,NY,1
WARREN,11952,NY,1
WARREN,12001,NY,1
WARREN,12020,NY,2
WARREN,12054,NY,1
WARREN,12084,NY,2
WARREN,12094,NY,1
WARREN,12110,NY,1
WARREN,12134,NY,1
WARREN,12170,NY,1
WARREN,12180,NY,2
WARREN,12184,NY,1
WARREN,12189,NY,1
WARREN,12198,NY,1
WARREN,12205,NY,1
WARREN,12206,NY,1
WARREN,12210,NY,1
WARREN,12211,NY,1
WARREN,12232,NY,14
WARREN,12233,NY,6
WARREN,12304,NY,1
WARREN,12309,NY,1
WARREN,12408,NY,1
WARREN,12422,NY,1
WARREN,12460,NY,1
WARREN,12485,NY,1
WARREN,12533,NY,1
WARREN,12583,NY,2
WARREN,12801,NY,2030
WARREN,12803,NY,27
WARREN,12804,NY,5467
WARREN,12807,NY,1
WARREN,12808,NY,81
WARREN,12809,NY,1
WARREN,12810,NY,107
WARREN,12811,NY,32
WARREN,12812,NY,1
WARREN,12814,NY,357
WARREN,12815,NY,199
WARREN,12816,NY,2
WARREN,12817,NY,478
WARREN,12820,NY,35
WARREN,12822,NY,4
WARREN,12824,NY,211
WARREN,12827,NY,7
WARREN,12828,NY,8
WARREN,12831,NY,5
WARREN,12832,NY,1
WARREN,12835,NY,12
WARREN,12836,NY,88
WARREN,12837,NY,1
WARREN,12839,NY,8
WARREN,12841,NY,2
WARREN,12842,NY,3
WARREN,12843,NY,93
WARREN,12844,NY,56
WARREN,12845,NY,1056
WARREN,12846,NY,524
WARREN,12850,NY,1
WARREN,12851,NY,2
WARREN,12853,NY,237
WARREN,12855,NY,1
WARREN,12856,NY,43
WARREN,12857,NY,2
WARREN,12859,NY,1
WARREN,12860,NY,105
WARREN,12862,NY,26
WARREN,12866,NY,2
WARREN,12870,NY,6
WARREN,12871,NY,2
WARREN,12874,NY,24
WARREN,12878,NY,110
WARREN,12883,NY,2
WARREN,12885,NY,714
WARREN,12886,NY,39
WARREN,12887,NY,4
WARREN,12928,NY,2
WARREN,12953,NY,1
WARREN,12961,NY,1
WARREN,12983,NY,1
WARREN,12986,NY,1
WARREN,13452,NY,1
WARREN,19034,PA,2
WARREN,21060,MD,1
WARREN,21117,MD,5
WARREN,30009,GA,1
WARREN,32667,FL,1
WARREN,34202,FL,1
WARREN,34212,FL,1
WARREN,34237,FL,1
WARREN,34787,FL,1
WARREN,60016,IL,7
WARREN,60143,IL,2
WARREN,75205,TX,1
WARREN,85268,AZ,1
WARREN,95694,CA,1
WESTCHESTER,05054,NJ,1
WESTCHESTER,06032,CT,12
WESTCHESTER,06103,CT,2
WESTCHESTER,06340,CT,1
WESTCHESTER,06402,CT,1
WESTCHESTER,06511,CT,1
WESTCHESTER,06604,CT,1
WESTCHESTER,06801,CT,9
WESTCHESTER,06804,CT,1
WESTCHESTER,06830,CT,1
WESTCHESTER,06831,CT,2
WESTCHESTER,06850,CT,6
WESTCHESTER,06901,CT,1
WESTCHESTER,06903,CT,1
WESTCHESTER,07306,NJ,1
WESTCHESTER,07631,NJ,1
WESTCHESTER,07950,NJ,1
WESTCHESTER,08048,NJ,2
WESTCHESTER,08054,NJ,8
WESTCHESTER,10001,NY,1
WESTCHESTER,10002,NY,1
WESTCHESTER,10003,NY,1
WESTCHESTER,10004,NY,1
WESTCHESTER,10010,NY,3
WESTCHESTER,10011,NY,1
WESTCHESTER,10013,NY,2
WESTCHESTER,10016,NY,1
WESTCHESTER,10019,NY,1
WESTCHESTER,10021,NY,5
WESTCHESTER,10022,NY,5
WESTCHESTER,10023,NY,4
WESTCHESTER,10024,NY,6
WESTCHESTER,10025,NY,4
WESTCHESTER,10028,NY,3
WESTCHESTER,10030,NY,2
WESTCHESTER,10031,NY,1
WESTCHESTER,10032,NY,1
WESTCHESTER,10034,NY,2
WESTCHESTER,10035,NY,1
WESTCHESTER,10038,NY,1
WESTCHESTER,10039,NY,2
WESTCHESTER,10040,NY,3
WESTCHESTER,10065,NY,1
WESTCHESTER,10075,NY,1
WESTCHESTER,10104,NY,1
WESTCHESTER,10128,NY,2
WESTCHESTER,10158,NY,1
WESTCHESTER,10168,NY,1
WESTCHESTER,10170,NY,4
WESTCHESTER,10171,NY,1
WESTCHESTER,10185,NY,1
WESTCHESTER,10282,NY,1
WESTCHESTER,10301,NY,2
WESTCHESTER,10302,NY,1
WESTCHESTER,10305,NY,1
WESTCHESTER,10306,NY,3
WESTCHESTER,10307,NY,1
WESTCHESTER,10308,NY,3
WESTCHESTER,10309,NY,1
WESTCHESTER,10312,NY,1
WESTCHESTER,10314,NY,2
WESTCHESTER,10350,NY,1
WESTCHESTER,10375,NY,1
WESTCHESTER,10451,NY,2
WESTCHESTER,10452,NY,3
WESTCHESTER,10453,NY,8
WESTCHESTER,10454,NY,2
WESTCHESTER,10456,NY,4
WESTCHESTER,10457,NY,3
WESTCHESTER,10458,NY,5
WESTCHESTER,10459,NY,3
WESTCHESTER,10460,NY,2
WESTCHESTER,10461,NY,13
WESTCHESTER,10462,NY,9
WESTCHESTER,10463,NY,20
WESTCHESTER,10465,NY,17
WESTCHESTER,10466,NY,6
WESTCHESTER,10467,NY,8
WESTCHESTER,10468,NY,5
WESTCHESTER,10469,NY,8
WESTCHESTER,10470,NY,5
WESTCHESTER,10471,NY,10
WESTCHESTER,10472,NY,3
WESTCHESTER,10473,NY,12
WESTCHESTER,10475,NY,5
WESTCHESTER,10500,NY,1
WESTCHESTER,10501,NY,301
WESTCHESTER,10502,NY,1376
WESTCHESTER,10503,NY,29
WESTCHESTER,10504,NY,2695
WESTCHESTER,10505,NY,338
WESTCHESTER,10506,NY,1666
WESTCHESTER,10507,NY,1102
WESTCHESTER,10508,NY,7
WESTCHESTER,10509,NY,53
WESTCHESTER,10510,NY,2401
WESTCHESTER,10511,NY,369
WESTCHESTER,10512,NY,56
WESTCHESTER,10513,NY,1
WESTCHESTER,10514,NY,3298
WESTCHESTER,10516,NY,10
WESTCHESTER,10517,NY,126
WESTCHESTER,10518,NY,352
WESTCHESTER,10519,NY,62
WESTCHESTER,10520,NY,2103
WESTCHESTER,10521,NY,4
WESTCHESTER,10522,NY,2225
WESTCHESTER,10523,NY,1899
WESTCHESTER,10524,NY,21
WESTCHESTER,10525,NY,2
WESTCHESTER,10526,NY,482
WESTCHESTER,10527,NY,205
WESTCHESTER,10528,NY,2731
WESTCHESTER,10530,NY,2532
WESTCHESTER,10531,NY,1
WESTCHESTER,10532,NY,1371
WESTCHESTER,10533,NY,1746
WESTCHESTER,10535,NY,103
WESTCHESTER,10536,NY,2392
WESTCHESTER,10537,NY,31
WESTCHESTER,10538,NY,3832
WESTCHESTER,10539,NY,2
WESTCHESTER,10540,NY,68
WESTCHESTER,10541,NY,259
WESTCHESTER,10542,NY,2
WESTCHESTER,10543,NY,3726
WESTCHESTER,10545,NY,19
WESTCHESTER,10546,NY,339
WESTCHESTER,10547,NY,1318
WESTCHESTER,10548,NY,487
WESTCHESTER,10549,NJ,1
WESTCHESTER,10549,NY,3366
WESTCHESTER,10550,NY,2352
WESTCHESTER,10551,NY,10
WESTCHESTER,10552,NT,1
WESTCHESTER,10552,NY,2353
WESTCHESTER,10552,OH,1
WESTCHESTER,10553,NY,851
WESTCHESTER,10560,NY,1016
WESTCHESTER,10561,NY,1
WESTCHESTER,10562,NY,4397
WESTCHESTER,10563,NY,1
WESTCHESTER,10566,NY,2710
WESTCHESTER,10567,NY,3739
WESTCHESTER,10567,RI,1
WESTCHESTER,10568,NY,1
WESTCHESTER,10570,NY,2571
WESTCHESTER,10571,NY,1
WESTCHESTER,10572,NY,1
WESTCHESTER,10573,NY,5930
WESTCHESTER,10576,NY,1276
WESTCHESTER,10577,NY,1035
WESTCHESTER,10578,NY,142
WESTCHESTER,10579,NY,39
WESTCHESTER,10580,NY,4274
WESTCHESTER,10582,NY,1
WESTCHESTER,10583,NY,10101
WESTCHESTER,10586,NY,1
WESTCHESTER,10587,NY,31
WESTCHESTER,10588,NY,518
WESTCHESTER,10589,NY,2027
WESTCHESTER,10590,NY,1329
WESTCHESTER,10591,NY,3679
WESTCHESTER,10593,NY,1
WESTCHESTER,10594,NY,1225
WESTCHESTER,10595,NY,1493
WESTCHESTER,10596,NY,201
WESTCHESTER,10597,NY,244
WESTCHESTER,10598,NY,6395
WESTCHESTER,10601,NY,2224
WESTCHESTER,10602,NY,26
WESTCHESTER,10603,NY,2864
WESTCHESTER,10604,NY,2666
WESTCHESTER,10605,NY,3849
WESTCHESTER,10606,NY,2364
WESTCHESTER,10607,NY,1674
WESTCHESTER,10608,NY,1
WESTCHESTER,10627,NY,1
WESTCHESTER,10636,NY,1
WESTCHESTER,10652,NY,1
WESTCHESTER,10667,NY,1
WESTCHESTER,10670,NY,1
WESTCHESTER,10673,NY,1
WESTCHESTER,10695,NY,1
WESTCHESTER,10698,NY,1
WESTCHESTER,10701,NY,5656
WESTCHESTER,10702,NY,19
WESTCHESTER,10703,NY,2700
WESTCHESTER,10704,NY,4386
WESTCHESTER,10705,NY,2887
WESTCHESTER,10706,NY,1501
WESTCHESTER,10707,NY,1868
WESTCHESTER,10708,NY,4061
WESTCHESTER,10709,NY,2367
WESTCHESTER,10710,NY,4701
WESTCHESTER,10717,NY,1
WESTCHESTER,10718,NY,1
WESTCHESTER,10774,NY,1
WESTCHESTER,10797,NY,1
WESTCHESTER,10800,NY,1
WESTCHESTER,10801,NT,1
WESTCHESTER,10801,NY,5555
WESTCHESTER,10802,NY,16
WESTCHESTER,10803,NY,2423
WESTCHESTER,10804,NT,1
WESTCHESTER,10804,NY,3628
WESTCHESTER,10805,NY,2453
WESTCHESTER,10806,NY,1
WESTCHESTER,10807,NY,1
WESTCHESTER,10810,NY,2
WESTCHESTER,10853,NY,2
WESTCHESTER,10901,NY,10
WESTCHESTER,10913,NY,2
WESTCHESTER,10915,NY,1
WESTCHESTER,10918,NY,2
WESTCHESTER,10920,NY,7
WESTCHESTER,10923,NY,3
WESTCHESTER,10925,NY,1
WESTCHESTER,10927,NY,7
WESTCHESTER,10928,NY,3
WESTCHESTER,10930,NY,3
WESTCHESTER,10940,NY,17
WESTCHESTER,10941,NY,5
WESTCHESTER,10950,NY,16
WESTCHESTER,10951,NY,4
WESTCHESTER,10952,NY,10
WESTCHESTER,10954,NY,19
WESTCHESTER,10955,NY,1
