level,geo,NAME,workers
place,47977,"Mongaup Valley CDP, New York",146
place,47988,"Monroe village, New York",5328
place,48010,"Monsey CDP, New York",7443
place,48054,"Montauk CDP, New York",2069
place,48090,"Montebello village, New York",2754
place,48142,"Montgomery village, New York",1552
place,48175,"Monticello village, New York",5334
place,48197,"Montour Falls village, New York",1173
place,48208,"Montrose CDP, New York",1433
place,48241,"Mooers CDP, New York",88
place,48296,"Moravia village, New York",921
place,48450,"Moriches CDP, New York",615
place,48483,"Morris village, New York",252
place,48538,"Morrisonville CDP, New York",404
place,48593,"Morrisville village, New York",1114
place,48736,"Mountain Dale CDP, New York",98
place,48750,"Mountain Lodge Park CDP, New York",78
place,48879,"Mount Ivy CDP, New York",711
place,48890,"Mount Kisco village, New York",10149
place,48945,"Mount Morris village, New York",1681
place,49066,"Mount Sinai CDP, New York",2466
place,49121,"Mount Vernon city, New York",20287
place,49143,"Mount Vision CDP, New York",7
place,49220,"Munnsville village, New York",98
place,49231,"Munsey Park village, New York",1339
place,49242,"Munsons Corners CDP, New York",2244
place,49330,"Muttontown village, New York",1758
place,49363,"Myers Corner CDP, New York",3002
place,49407,"Nanuet CDP, New York",9902
place,49418,"Napanoch CDP, New York",313
place,49424,"Napeague CDP, New York",396
place,49429,"Naples village, New York",804
place,49473,"Narrowsburg CDP, New York",314
place,49506,"Nassau village, New York",403
place,49555,"Nassau Lake CDP, New York",31
place,49605,"Natural Bridge CDP, New York",43
place,49715,"Nazareth College CDP, New York",1169
place,49726,"Nedrow CDP, New York",520
place,49748,"Nelliston village, New York",221
place,49781,"Nelsonville village, New York",113
place,49825,"Nesconset CDP, New York",5734
place,49891,"Newark village, New York",6247
place,49902,"Newark Valley village, New York",427
place,49924,"New Baltimore CDP, New York",30
place,49946,"New Berlin village, New York",517
place,50034,"Newburgh city, New York",13399
place,50067,"New Cassel CDP, New York",6143
place,50100,"New City CDP, New York",12365
place,50221,"Newfane CDP, New York",904
place,50243,"Newfield CDP, New York",314
place,50265,"New Hackensack CDP, New York",329
place,50276,"New Hamburg CDP, New York",185
place,50298,"New Hartford village, New York",1953
place,50353,"New Hempstead village, New York",1154
place,50397,"New Hyde Park village, New York",7907
place,50551,"New Paltz village, New York",4139
place,50573,"Newport village, New York",246
place,50617,"New Rochelle city, New York",30085
place,50705,"New Square village, New York",2413
place,50727,"New Suffolk CDP, New York",1899
place,50837,"New Windsor CDP, New York",2863
place,51000,"New York city, New York",4600634
place,51011,"New York Mills village, New York",1426
place,51055,"Niagara Falls city, New York",21299
place,51088,"Niagara University CDP, New York",305
place,51110,"Nichols village, New York",124
place,51262,"Niskayuna CDP, New York",11640
place,51286,"Nissequogue village, New York",388
place,51297,"Niverville CDP, New York",251
place,51319,"Norfolk CDP, New York",577
place,51396,"North Amityville CDP, New York",3861
place,51418,"Northampton CDP, New York",414
place,51440,"North Babylon CDP, New York",3961
place,51467,"North Ballston Spa CDP, New York",190
place,51484,"North Bay CDP, New York",49
place,51495,"North Bay Shore CDP, New York",2656
place,51517,"North Bellmore CDP, New York",4930
place,51528,"North Bellport CDP, New York",3822
place,51561,"North Blenheim CDP, New York",44
place,51583,"North Boston CDP, New York",376
place,51792,"North Collins village, New York",634
place,51847,"North Creek CDP, New York",650
place,51915,"Northeast Ithaca CDP, New York",1030
place,52040,"North Gates CDP, New York",1915
place,52067,"North Granville CDP, New York",250
place,52078,"North Great River CDP, New York",677
place,52188,"North Haven village, New York",321
place,53022,"North Hills village, New York",2780
place,53055,"North Hornell village, New York",471
place,53198,"North Lindenhurst CDP, New York",4848
place,53231,"North Lynbrook CDP, New York",152
place,53253,"North Massapequa CDP, New York",3614
place,53264,"North Merrick CDP, New York",1923
place,53275,"North New Hyde Park CDP, New York",12932
place,53319,"North Patchogue CDP, New York",2107
place,53396,"Northport village, New York",3959
place,53462,"North Rose CDP, New York",110
place,53561,"North Sea CDP, New York",2185
place,53660,"North Syracuse village, New York",2533
place,53682,"North Tonawanda city, New York",9467
place,53748,"North Valley Stream CDP, New York",2795
place,53770,"Northville village, New York",638
place,53775,"Northville CDP, New York",507
place,53792,"North Wantagh CDP, New York",1748
place,53852,"Northwest Harbor CDP, New York",953
place,53853,"Northwest Ithaca CDP, New York",2034
place,53979,"Norwich city, New York",4825
place,54012,"Norwood village, New York",370
place,54056,"Noyack CDP, New York",833
place,54078,"Nunda village, New York",470
place,54100,"Nyack village, New York",5348
place,54111,"Oak Beach CDP, New York",36
place,54144,"Oakdale CDP, New York",2372
place,54155,"Oakfield village, New York",334
place,54430,"Ocean Beach village, New York",79
place,54441,"Oceanside CDP, New York",14002
place,54452,"Odessa village, New York",361
place,54485,"Ogdensburg city, New York",5317
place,54540,"Olcott CDP, New York",139
place,54551,"Old Bethpage CDP, New York",2017
place,54562,"Old Brookville village, New York",1808
place,54617,"Old Field village, New York",229
place,54639,"Old Forge CDP, New York",336
place,54705,"Old Westbury village, New York",3257
place,54716,"Olean city, New York",9641
place,54837,"Oneida city, New York",5512
place,54848,"Oneida Castle village, New York",99
place,54881,"Oneonta city, New York",8524
place,55002,"Ontario CDP, New York",1018
place,55167,"Orangeburg CDP, New York",2910
place,55189,"Orange Lake CDP, New York",2482
place,55266,"Orchard Park village, New York",2543
place,55321,"Orient CDP, New York",740
place,55365,"Oriskany village, New York",558
place,55376,"Oriskany Falls village, New York",185
place,55530,"Ossining village, New York",8049
place,55574,"Oswego city, New York",10283
place,55618,"Otego village, New York",186
place,55673,"Otisville village, New York",218
place,55750,"Otter Lake CDP, New York",4
place,55816,"Ovid village, New York",299
place,55882,"Owego village, New York",2735
place,55937,"Oxbow CDP, New York",7
place,55948,"Oxford village, New York",585
place,55992,"Oyster Bay CDP, New York",4529
place,56011,"Oyster Bay Cove village, New York",429
place,56088,"Painted Post village, New York",2972
place,56110,"Palatine Bridge village, New York",426
place,56132,"Palenville CDP, New York",99
place,56187,"Palmyra village, New York",656
place,56212,"Pamelia Center CDP, New York",289
place,56231,"Panama village, New York",164
place,56291,"Parc CDP, New York",797
place,56341,"Parish village, New York",342
place,56363,"Parishville CDP, New York",196
place,56660,"Patchogue village, New York",7395
place,56770,"Paul Smiths CDP, New York",552
place,56781,"Pavilion CDP, New York",553
place,56814,"Pawling village, New York",1180
place,56869,"Peach Lake CDP, New York",210
place,56902,"Pearl River CDP, New York",8746
place,56968,"Peconic CDP, New York",538
place,56979,"Peekskill city, New York",6582
place,57001,"Pelham village, New York",3682
place,57023,"Pelham Manor village, New York",2656
place,57177,"Penn Yan village, New York",3674
place,57243,"Perry village, New York",1231
place,57287,"Perrysburg CDP, New York",95
place,57364,"Peru CDP, New York",849
place,57518,"Phelps village, New York",553
place,57551,"Philadelphia village, New York",601
place,57639,"Philmont village, New York",249
place,57650,"Phoenicia CDP, New York",34
place,57661,"Phoenix village, New York",808
place,57749,"Piermont village, New York",937
place,57782,"Pierrepont Manor CDP, New York",70
place,57804,"Piffard CDP, New York",148
place,57815,"Pike CDP, New York",77
place,57980,"Pine Bush CDP, New York",1552
place,58057,"Pine Hill CDP, New York",112
place,58145,"Pine Plains CDP, New York",849
place,58189,"Pine Valley CDP, New York",88
place,58354,"Pittsford village, New York",3073
place,58409,"Plainedge CDP, New York",2758
place,58442,"Plainview CDP, New York",20225
place,58475,"Plandome village, New York",570
place,58486,"Plandome Heights village, New York",260
place,58497,"Plandome Manor village, New York",163
place,58541,"Plattekill CDP, New York",188
place,58574,"Plattsburgh city, New York",13841
place,58601,"Plattsburgh West CDP, New York",1745
place,58684,"Pleasant Valley CDP, New York",469
place,58728,"Pleasantville village, New York",3746
place,58739,"Plessis CDP, New York",0
place,58794,"Poestenkill CDP, New York",400
place,58849,"Point Lookout CDP, New York",311
place,58937,"Poland village, New York",198
place,58992,"Pomona village, New York",1104
place,59157,"Poquott village, New York",126
place,59212,"Port Byron village, New York",455
place,59223,"Port Chester village, New York",11184
place,59245,"Port Dickinson village, New York",354
place,59311,"Port Ewen CDP, New York",519
place,59322,"Port Gibson CDP, New York",79
place,59333,"Port Henry CDP, New York",386
place,59355,"Port Jefferson village, New York",7195
place,59377,"Port Jefferson Station CDP, New York",4211
place,59388,"Port Jervis city, New York",3644
place,59443,"Portlandville CDP, New York",21
place,59454,"Port Leyden village, New York",81
place,59498,"Portville village, New York",332
place,59520,"Port Washington CDP, New York",13165
place,59531,"Port Washington North village, New York",1441
place,59564,"Potsdam village, New York",7058
place,59619,"Pottersville CDP, New York",358
place,59641,"Poughkeepsie city, New York",18916
place,59708,"Prattsburgh CDP, New York",266
place,59740,"Prattsville CDP, New York",71
place,59831,"Preston-Potter Hollow CDP, New York",42
place,59883,"Prospect CDP, New York",203
place,59960,"Pulaski village, New York",1773
place,59993,"Pultneyville CDP, New York",126
place,60103,"Putnam Lake CDP, New York",605
place,60408,"Quiogue CDP, New York",206
place,60422,"Quogue village, New York",877
place,60455,"Radisson CDP, New York",3064
place,60576,"Randolph CDP, New York",709
place,60598,"Ransomville CDP, New York",796
place,60609,"Rapids CDP, New York",141
place,60675,"Ravena village, New York",860
place,60829,"Red Creek village, New York",95
place,60884,"Redford CDP, New York",4
place,60895,"Red Hook village, New York",1460
place,60983,"Red Oaks Mill CDP, New York",1055
place,61016,"Redwood CDP, New York",45
place,61115,"Remsen village, New York",333
place,61142,"Remsenburg-Speonk CDP, New York",955
place,61148,"Rensselaer city, New York",4543
place,61159,"Rensselaer Falls village, New York",81
place,61236,"Retsof CDP, New York",24
place,61346,"Rhinebeck village, New York",3024
place,61368,"Rhinecliff CDP, New York",88
place,61434,"Richburg village, New York",94
place,61489,"Richfield Springs village, New York",496
place,61588,"Richmondville village, New York",300
place,61621,"Richville village, New York",8
place,61665,"Ridge CDP, New York",2759
place,61797,"Rifton CDP, New York",86
place,61874,"Ripley CDP, New York",59
place,61973,"Riverhead CDP, New York",14351
place,62061,"Riverside village, New York",254
place,62066,"Riverside CDP, New York",1482
place,63000,"Rochester city, New York",143073
place,63014,"Rochester Institute of Technology CDP, New York",5859
place,63132,"Rock Hill CDP, New York",1191
place,63264,"Rockville Centre village, New York",14016
place,63319,"Rocky Point CDP, New York",3229
place,63330,"Rodman CDP, New York",109
place,63363,"Roessleville CDP, New York",11894
place,63418,"Rome city, New York",17958
place,63429,"Romulus CDP, New York",271
place,63473,"Ronkonkoma CDP, New York",16524
place,63506,"Roosevelt CDP, New York",2473
place,63583,"Roscoe CDP, New York",695
place,63725,"Rosendale CDP, New York",466
place,63770,"Roslyn village, New York",2346
place,63792,"Roslyn Estates village, New York",405
place,63803,"Roslyn Harbor village, New York",320
place,63814,"Roslyn Heights CDP, New York",1926
place,63924,"Rotterdam CDP, New York",8742
place,63957,"Round Lake village, New York",158
place,63968,"Round Top CDP, New York",49
place,63979,"Rouses Point village, New York",786
place,64056,"Ruby CDP, New York",60
place,64155,"Rushford CDP, New York",78
place,64199,"Rushville village, New York",168
place,64232,"Russell Gardens village, New York",589
place,64309,"Rye city, New York",10579
place,64325,"Rye Brook village, New York",6694
place,64408,"Sackets Harbor village, New York",361
place,64430,"Saddle Rock village, New York",534
place,64441,"Saddle Rock Estates CDP, New York",77
place,64452,"Sagaponack village, New York",499
place,64485,"Sag Harbor village, New York",2940
place,64551,"St. Bonaventure CDP, New York",1356
place,64584,"St. James CDP, New York",4953
place,64606,"St. John Fisher College CDP, New York",831
place,64639,"St. Johnsville village, New York",585
place,64716,"St. Regis Falls CDP, New York",72
place,64749,"Salamanca city, New York",2914
place,64771,"Salem CDP, New York",344
place,64842,"Salisbury CDP, New York",3874
place,64848,"Salisbury Center CDP, New York",18
place,64859,"Salisbury Mills CDP, New York",33
place,64881,"Saltaire village, New York",173
place,64892,"Salt Point CDP, New York",123
place,64958,"Sanborn CDP, New York",927
place,65024,"Sand Ridge CDP, New York",48
place,65035,"Sands Point village, New York",951
place,65068,"Sandy Creek village, New York",235
place,65233,"Saranac Lake village, New York",2843
place,65255,"Saratoga Springs city, New York",23957
place,65288,"Saugerties village, New York",2484
place,65310,"Saugerties South CDP, New York",399
place,65332,"Savannah CDP, New York",240
place,65354,"Savona village, New York",301
place,65409,"Sayville CDP, New York",6059
place,65431,"Scarsdale village, New York",8252
place,65475,"Schaghticoke village, New York",676
place,65508,"Schenectady city, New York",31372
place,65519,"Schenevus CDP, New York",63
place,65585,"Schoharie village, New York",977
place,65640,"Schroon Lake CDP, New York",721
place,65739,"Schuyler Lake CDP, New York",7
place,65750,"Schuylerville village, New York",1083
place,65761,"Scio CDP, New York",342
place,65882,"Scotchtown CDP, New York",4040
place,65893,"Scotia village, New York",2054
place,65926,"Scottsburg CDP, New York",2
place,65948,"Scotts Corners CDP, New York",760
place,65959,"Scottsville village, New York",472
place,66047,"Sea Cliff village, New York",1557
place,66058,"Seaford CDP, New York",3531
place,66102,"Searingtown CDP, New York",1467
place,66212,"Selden CDP, New York",5640
place,66322,"Seneca Falls CDP, New York",2397
place,66366,"Seneca Knolls CDP, New York",360
place,66465,"Setauket CDP, New York",1761
place,66663,"Sharon Springs village, New York",924
place,66828,"Shelter Island CDP, New York",1258
place,66850,"Shelter Island Heights CDP, New York",622
place,66872,"Shenorock CDP, New York",194
place,66883,"Sherburne village, New York",1116
place,66949,"Sherman village, New York",496
place,66993,"Sherrill city, New York",1438
place,67048,"Shinnecock Hills CDP, New York",643
place,67070,"Shirley CDP, New York",6776
place,67081,"Shokan CDP, New York",218
place,67191,"Shoreham village, New York",360
place,67207,"Shorehaven CDP, New York",110
place,67257,"Shortsville village, New York",341
place,67279,"Shrub Oak CDP, New York",977
place,67334,"Sidney village, New York",3255
place,67367,"Siena College CDP, New York",928
place,67411,"Silver Creek village, New York",807
place,67466,"Silver Springs village, New York",361
place,67488,"Sinclairville village, New York",128
place,67510,"Skaneateles village, New York",2020
place,67631,"Slaterville Springs CDP, New York",17
place,67638,"Sleepy Hollow village, New York",4705
place,67640,"Sleepy Hollow Lake CDP, New York",203
place,67686,"Sloan village, New York",730
place,67708,"Sloatsburg village, New York",944
place,67730,"Smallwood CDP, New York",27
place,67851,"Smithtown CDP, New York",14401
place,68088,"Smithville Flats CDP, New York",82
place,68099,"Smyrna village, New York",151
place,68209,"Sodus village, New York",890
place,68242,"Sodus Point village, New York",193
place,68286,"Solvay village, New York",2439
place,68374,"Sound Beach CDP, New York",782
place,68462,"Southampton village, New York",8151
place,68610,"South Blooming Grove village, New York",420
place,68737,"South Cairo CDP, New York",117
place,68847,"South Corning village, New York",212
place,68891,"South Dayton village, New York",107
place,68946,"South Edmeston CDP, New York",41
place,68968,"South Fallsburg CDP, New York",857
place,69001,"South Farmingdale CDP, New York",2692
place,69023,"South Floral Park village, New York",93
place,69078,"South Glens Falls village, New York",1720
place,69188,"South Hempstead CDP, New York",468
place,69199,"South Hill CDP, New York",2543
place,69254,"South Huntington CDP, New York",6334
place,69265,"South Ilion CDP, New York",0
place,69342,"South Lansing CDP, New York",798
place,69364,"South Lima CDP, New York",0
place,69386,"South Lockport CDP, New York",3630
place,69452,"Southold CDP, New York",2673
place,69606,"Southport CDP, New York",1300
place,69892,"South Valley Stream CDP, New York",3491
place,70035,"Spackenkill CDP, New York",1026
place,70068,"Sparkill CDP, New York",376
place,70090,"Sparrow Bush CDP, New York",249
place,70123,"Speculator village, New York",317
place,70167,"Spencer village, New York",260
place,70189,"Spencerport village, New York",1239
place,70321,"Springfield Center CDP, New York",57
place,70387,"Springs CDP, New York",2475
place,70420,"Spring Valley village, New York",11322
place,70442,"Springville village, New York",3830
place,70464,"Springwater CDP, New York",31
place,70552,"Staatsburg CDP, New York",123
place,70618,"Stamford village, New York",677
place,70717,"Stannards CDP, New York",20
place,70849,"Star Lake CDP, New York",224
place,71267,"Stewart Manor village, New York",301
place,71322,"Stillwater village, New York",662
place,71377,"Stittville CDP, New York",23
place,71597,"Stone Ridge CDP, New York",1297
place,71608,"Stony Brook CDP, New York",5762
place,71620,"Stony Brook University CDP, New York",17961
place,71663,"Stony Point CDP, New York",1952
place,71718,"Stottville CDP, New York",482
place,71817,"Strykersville CDP, New York",223
place,71894,"Suffern village, New York",5667
place,72246,"Sunset Bay CDP, New York",229
place,72327,"SUNY Oswego CDP, New York",1996
place,72400,"Swan Lake CDP, New York",78
place,72521,"Sylvan Beach village, New York",184
place,72554,"Syosset CDP, New York",13286
place,73000,"Syracuse city, New York",93151
place,73057,"Taconic Shores CDP, New York",75
place,73143,"Tannersville village, New York",598
place,73154,"Tappan CDP, New York",2085
place,73176,"Tarrytown village, New York",11837
place,73352,"Terryville CDP, New York",2472
place,73495,"Thendara CDP, New York",20
place,73517,"Theresa village, New York",116
place,73583,"Thiells CDP, New York",1190
place,73605,"Thomaston village, New York",997
place,73715,"Thornwood CDP, New York",1573
place,73726,"Thousand Island Park CDP, New York",129
place,73737,"Three Mile Bay CDP, New York",0
place,73880,"Ticonderoga CDP, New York",1822
place,73902,"Tillson CDP, New York",307
place,73990,"Tioga Terrace CDP, New York",208
place,74017,"Titusville CDP, New York",75
place,74023,"Tivoli village, New York",193
place,74166,"Tonawanda city, New York",7365
place,75021,"Tonawanda Town CDP, New York",28703
place,75121,"Town Line CDP, New York",327
place,75341,"Tribes Hill CDP, New York",54
place,75484,"Troy city, New York",22873
place,75506,"Trumansburg village, New York",749
place,75572,"Tuckahoe CDP, New York",986
place,75583,"Tuckahoe village, New York",2372
place,75627,"Tully village, New York",629
place,75671,"Tupper Lake village, New York",1925
place,75682,"Turin village, New York",121
place,75726,"Tuscarora CDP, New York",0
place,75779,"Tuxedo village, New York",1086
place,75803,"Tuxedo Park village, New York",453
place,76001,"Unadilla village, New York",294
place,76023,"Unadilla Forks CDP, New York",8
place,76089,"Uniondale CDP, New York",33941
place,76155,"Union Springs village, New York",631
place,76210,"Unionville village, New York",70
place,76280,"University at Buffalo CDP, New York",4884
place,76287,"University Gardens CDP, New York",1376
place,76331,"Upper Brookville village, New York",716
place,76386,"Upper Nyack village, New York",899
place,76397,"Upper Red Hook CDP, New York",56
place,76540,"Utica city, New York",30694
place,76584,"Vails Gate CDP, New York",1746
place,76617,"Valatie village, New York",984
place,76639,"Valhalla CDP, New York",2435
place,76661,"Valley Cottage CDP, New York",3003
place,76672,"Valley Falls village, New York",42
place,76705,"Valley Stream village, New York",12321
place,76881,"Van Etten CDP, New York",198
place,76969,"Varna CDP, New York",137
place,76985,"Vassar College CDP, New York",2577
place,77112,"Vernon village, New York",752
place,77167,"Verona CDP, New York",952
place,77211,"Verplanck CDP, New York",294
place,77376,"Victor village, New York",1270
place,77431,"Victory village, New York",43
place,77513,"Village Green CDP, New York",486
place,77519,"Village of the Branch village, New York",2531
place,77574,"Viola CDP, New York",3232
place,77585,"Virgil CDP, New York",36
place,77684,"Voorheesville village, New York",913
place,77728,"Waddington village, New York",168
place,77772,"Wading River CDP, New York",2194
place,77783,"Wadsworth CDP, New York",33
place,77805,"Wainscott CDP, New York",772
place,77849,"Walden village, New York",1374
place,77948,"Walker Valley CDP, New York",89
place,78003,"Wallkill CDP, New York",888
place,78036,"Walton village, New York",2020
place,78063,"Walton Park CDP, New York",329
place,78091,"Walworth CDP, New York",285
place,78113,"Wampsville village, New York",842
place,78124,"Wanakah CDP, New York",679
place,78146,"Wantagh CDP, New York",6031
place,78168,"Wappingers Falls village, New York",2665
place,78289,"Warrensburg CDP, New York",1690
place,78333,"Warsaw village, New York",2936
place,78355,"Warwick village, New York",2267
place,78421,"Washington Heights CDP, New York",598
place,78454,"Washington Mills CDP, New York",929
place,78465,"Washingtonville village, New York",1970
place,78476,"Wassaic CDP, New York",59
place,78520,"Waterford village, New York",417
place,78553,"Waterloo village, New York",2591
place,78575,"Water Mill CDP, New York",1531
place,78608,"Watertown city, New York",16343
place,78663,"Waterville village, New York",900
place,78674,"Watervliet city, New York",3421
place,78696,"Watkins Glen village, New York",1758
place,78806,"Waverly village, New York",1832
place,78850,"Wayland village, New York",570
place,78960,"Webster village, New York",4902
place,78982,"Websters Crossing CDP, New York",0
place,79015,"Weedsport village, New York",1025
place,79048,"Wells CDP, New York",90
place,79070,"Wells Bridge CDP, New York",20
place,79081,"Wellsburg village, New York",63
place,79092,"Wellsville village, New York",3292
place,79174,"Wesley Hills village, New York",881
place,79246,"West Babylon CDP, New York",13367
place,79301,"West Bay Shore CDP, New York",608
place,79444,"Westbury village, New York",8115
place,79499,"West Carthage village, New York",587
place,79543,"West Chazy CDP, New York",149
place,79697,"West Danby CDP, New York",28
place,79785,"West Elmira CDP, New York",761
place,79796,"West End CDP, New York",855
place,79895,"Westernville CDP, New York",1
place,79939,"Westfield village, New York",1158
place,79961,"Westford CDP, New York",21
place,80082,"West Glens Falls CDP, New York",2346
place,80170,"Westhampton CDP, New York",1872
place,80181,"Westhampton Beach village, New York",4027
place,80186,"West Hampton Dunes village, New York",11
place,80203,"West Haverstraw village, New York",3057
place,80225,"West Hempstead CDP, New York",4824
place,80258,"West Hills CDP, New York",2984
place,80291,"West Hurley CDP, New York",464
place,80302,"West Islip CDP, New York",11044
place,80324,"West Kill CDP, New York",59
place,80423,"Westmere CDP, New York",4387
place,80522,"Westmoreland CDP, New York",332
place,80599,"West Nyack CDP, New York",6129
place,80632,"Weston Mills CDP, New York",541
place,80747,"West Point CDP, New York",7985
place,80764,"Westport CDP, New York",178
place,80863,"West Sand Lake CDP, New York",939
place,80885,"West Sayville CDP, New York",1197
place,80907,"West Seneca CDP, New York",17453
place,81127,"Westvale CDP, New York",1161
place,81138,"West Valley CDP, New York",165
place,81292,"West Winfield village, New York",561
place,81419,"Wheatley Heights CDP, New York",652
place,81622,"Whitehall village, New York",303
place,81644,"White Lake CDP (Oneida County), New York",8
place,81655,"White Lake CDP (Sullivan County), New York",32
place,81677,"White Plains city, New York",55240
place,81710,"Whitesboro village, New York",1312
place,81831,"Whitney Point village, New York",715
place,82029,"Williamson CDP, New York",1755
place,82084,"Williamsville village, New York",5330
place,82117,"Williston Park village, New York",1786
place,82260,"Willsboro CDP, New York",298
place,82282,"Willsboro Point CDP, New York",122
place,82304,"Wilmington CDP, New York",254
place,82359,"Wilson village, New York",595
place,82469,"Windham CDP, New York",553
place,82524,"Windsor village, New York",280
place,82579,"Wingdale CDP, New York",369
place,82612,"Winthrop CDP, New York",133
place,82656,"Witherbee CDP, New York",0
place,82678,"Wolcott village, New York",759
place,82733,"Woodbourne CDP, New York",274
place,82744,"Woodbury CDP, New York",13303
place,82750,"Woodbury village, New York",5758
place,82942,"Woodmere CDP, New York",4667
place,82953,"Woodridge village, New York",183
place,82986,"Woodsburgh village, New York",154
place,83041,"Woodstock CDP, New York",2496
place,83063,"Woodsville CDP, New York",5
place,83118,"Worcester CDP, New York",437
place,83272,"Wurtsboro village, New York",579
place,83283,"Wurtsboro Hills CDP, New York",28
place,83349,"Wynantskill CDP, New York",1100
place,83371,"Wyoming village, New York",259
place,83426,"Yaphank CDP, New York",6562
place,84000,"Yonkers city, New York",66133
place,84011,"York CDP, New York",46
place,84044,"Yorkshire CDP, New York",843
place,84088,"Yorktown Heights CDP, New York",2885
place,84099,"Yorkville village, New York",1066
place,84143,"Youngstown village, New York",251
place,84187,"Zena CDP, New York",157
county,001,"Albany County, New York",214282
county,003,"Allegany County, New York",15483
county,005,"Bronx County, New York",406235
county,007,"Broome County, New York",89003
county,009,"Cattaraugus County, New York",28781
county,011,"Cayuga County, New York",27244
county,013,"Chautauqua County, New York",52575
county,015,"Chemung County, New York",36143
county,017,"Chenango County, New York",19416
county,019,"Clinton County, New York",34680
county,021,"Columbia County, New York",24934
county,023,"Cortland County, New York",19929
county,025,"Delaware County, New York",19277
county,027,"Dutchess County, New York",122977
county,029,"Erie County, New York",481447
county,031,"Essex County, New York",15738
county,033,"Franklin County, New York",19245
county,035,"Fulton County, New York",19755
county,037,"Genesee County, New York",26489
county,039,"Greene County, New York",17596
county,041,"Hamilton County, New York",2112
county,043,"Herkimer County, New York",18696
county,045,"Jefferson County, New York",55978
county,047,"Kings County, New York",982849
county,049,"Lewis County, New York",9593
county,051,"Livingston County, New York",23278
county,053,"Madison County, New York",23683
county,055,"Monroe County, New York",388456
county,057,"Montgomery County, New York",20303
county,059,"Nassau County, New York",610843
county,061,"New York County, New York",2267474
county,063,"Niagara County, New York",77455
county,065,"Oneida County, New York",107685
county,067,"Onondaga County, New York",251551
county,069,"Ontario County, New York",54804
county,071,"Orange County, New York",161908
county,073,"Orleans County, New York",12949
county,075,"Oswego County, New York",40670
county,077,"Otsego County, New York",26355
county,079,"Putnam County, New York",31864
county,081,"Queens County, New York",794626
county,083,"Rensselaer County, New York",67676
county,085,"Richmond County, New York",149450
county,087,"Rockland County, New York",126770
county,089,"St. Lawrence County, New York",41908
county,091,"Saratoga County, New York",102699
county,093,"Schenectady County, New York",67635
county,095,"Schoharie County, New York",10495
county,097,"Schuyler County, New York",5984
county,099,"Seneca County, New York",14443
county,101,"Steuben County, New York",41939
county,103,"Suffolk County, New York",683354
county,105,"Sullivan County, New York",29783
county,107,"Tioga County, New York",15843
county,109,"Tompkins County, New York",59330
county,111,"Ulster County, New York",73664
county,113,"Warren County, New York",36784
county,115,"Washington County, New York",18668
county,117,"Wayne County, New York",32665
county,119,"Westchester County, New York",469864
county,121,"Wyoming County, New York",15775
county,123,"Yates County, New York",9439
