roll_year,county_name,municipality_name,municipality_code,roll_section,property_class,property_class_description,fmv,ctv,av,n
2025,Fulton,Gloversville,170500,6,870,Electric and Gas,1586376,1021150,1021150,6
2025,Fulton,Gloversville,170500,6,872,Electric Substation,8194619,5274876,5274876,2
2025,Fulton,Gloversville,170500,6,873,Gas Measuring and Regulating Station,1800076,1158708,1158708,6
2025,Fulton,Gloversville,170500,6,874,Electric Power Generation Facility - Hydro,68820,44300,44300,2
2025,Fulton,Gloversville,170500,6,882,Electric Transmission,126221,81248,81248,4
2025,Fulton,Gloversville,170500,6,883,Gas Transmission,33345,21464,21464,1
2025,Fulton,Gloversville,170500,6,884,Electric Distribution (Outside Plant Property),2131701,1372176,1372176,2
2025,Fulton,Gloversville,170500,6,885,Gas Distribution (Outside Plant Property),598659,385357,385357,1
2025,Fulton,Gloversville,170500,8,210,One Family Year-Round Residence,507067,0,326400,5
2025,Fulton,Gloversville,170500,8,220,Two Family Year-Round Residence,123505,0,79500,2
2025,Fulton,Gloversville,170500,8,280,Residential - Multi_Purpose/Multi-Structure,155041,0,99800,1
2025,Fulton,Gloversville,170500,8,311,Residential Vacant Land,301695,0,194200,27
2025,Fulton,Gloversville,170500,8,312,Residential Land Including a Small Improvement,171354,0,110300,2
2025,Fulton,Gloversville,170500,8,330,Vacant Land Located in Commercial Areas,136090,0,87600,14
2025,Fulton,Gloversville,170500,8,331,Commercial Vacant with minor improvements,16779,0,10800,3
2025,Fulton,Gloversville,170500,8,340,Vacant Land Located in Industrial Areas,819326,0,527400,5
2025,Fulton,Gloversville,170500,8,411,Apartments,1787634,0,1150700,4
2025,Fulton,Gloversville,170500,8,431,Auto Dealers - Sales and Service,23458,0,15100,1
2025,Fulton,Gloversville,170500,8,434,Automatic Car Wash,3278857,0,2110600,1
2025,Fulton,Gloversville,170500,8,438,Parking Lot,427219,0,275000,20
2025,Fulton,Gloversville,170500,8,449,"Other Storage, Warehouse and Distribution Facilities",143545,0,92400,5
2025,Fulton,Gloversville,170500,8,460,Banks and Office Buildings,117291,0,75500,1
2025,Fulton,Gloversville,170500,8,464,Office Building,2255244,0,1451700,3
2025,Fulton,Gloversville,170500,8,465,Professional Building,3000622,0,1931500,4
2025,Fulton,Gloversville,170500,8,480,Multiple Use or Multipurpose,113252,0,72900,1
2025,Fulton,Gloversville,170500,8,481,Downtown Row Type (with common wall),112475,0,72400,1
2025,Fulton,Gloversville,170500,8,482,Downtown Row Type (detached),453985,0,292230,1
2025,Fulton,Gloversville,170500,8,484,One Story Small Structure,802081,0,516300,3
2025,Fulton,Gloversville,170500,8,511,Legitimate Theaters,108746,0,70000,1
2025,Fulton,Gloversville,170500,8,534,Social Organizations,78764,0,50700,2
2025,Fulton,Gloversville,170500,8,543,"YMCA's, YWCA's, etc.",2349697,0,1512500,1
2025,Fulton,Gloversville,170500,8,557,Other Outdoor Sports,256331,0,165000,2
2025,Fulton,Gloversville,170500,8,590,Parks,381700,0,245700,13
2025,Fulton,Gloversville,170500,8,591,Playgrounds,214768,0,138246,6
2025,Fulton,Gloversville,170500,8,592,Athletic Fields,376107,0,242100,4
2025,Fulton,Gloversville,170500,8,611,Libraries,3059500,0,1969400,1
2025,Fulton,Gloversville,170500,8,612,Schools,61163585,0,39371000,5
2025,Fulton,Gloversville,170500,8,614,Special Schools and Institutions,4606804,0,2965400,5
2025,Fulton,Gloversville,170500,8,620,Religious,6137642,0,3950800,18
2025,Fulton,Gloversville,170500,8,632,Benevolent and Moral Associations,348454,0,224300,1
2025,Fulton,Gloversville,170500,8,633,Homes for the Aged,14695511,0,9459500,2
2025,Fulton,Gloversville,170500,8,640,Health,456579,0,293900,2
2025,Fulton,Gloversville,170500,8,641,Hospitals,32413547,0,20864600,1
2025,Fulton,Gloversville,170500,8,642,All Other Health Facilities,9519030,0,6127400,10
2025,Fulton,Gloversville,170500,8,651,Highway Garage,1003263,0,645800,4
2025,Fulton,Gloversville,170500,8,652,Office Building,8947491,0,5759500,3
2025,Fulton,Gloversville,170500,8,653,Parking Lots,65714,0,42300,2
2025,Fulton,Gloversville,170500,8,661,"Army, Navy, Air Force, Marine and Coast Guard Installations, Radar, etc.",3857232,0,2482900,1
2025,Fulton,Gloversville,170500,8,681,Cultural Facilities,807985,0,520100,1
2025,Fulton,Gloversville,170500,8,682,Recreational Facilities,308684,0,198700,6
2025,Fulton,Gloversville,170500,8,692,"Roads, Streets, Highways and Parkways, Express or Otherwise Including Adjoining Land",612552,0,394300,3
2025,Fulton,Gloversville,170500,8,695,Cemeteries,428462,0,275800,7
2025,Fulton,Gloversville,170500,8,710,Manufacturing and Processing,877117,0,564600,2
2025,Fulton,Gloversville,170500,8,822,Water Supply,1487494,0,957500,2
2025,Fulton,Gloversville,170500,8,840,Transportation,4906167,0,3158100,1
2025,Fulton,Gloversville,170500,8,843,Nonceiling Railroad,11186,0,7200,2
2025,Fulton,Gloversville,170500,8,850,Waste Disposal,42100,0,27100,3
2025,Fulton,Johnstown,170800,1,210,One Family Year-Round Residence,326730423,196253327,202572859,2001
2025,Fulton,Johnstown,170800,1,215,One Family Year-Round Residence with Accessory Apartment,2214517,1359980,1373000,7
2025,Fulton,Johnstown,170800,1,220,Two Family Year-Round Residence,56384022,34174280,34958100,557
2025,Fulton,Johnstown,170800,1,230,Three Family Year-Round Residence,7649192,4647300,4742500,54
2025,Fulton,Johnstown,170800,1,240,Rural Residence with Acreage,391935,243000,243000,1
2025,Fulton,Johnstown,170800,1,241,"Primarily residential, also used in agricultural production",175806,109000,109000,1
2025,Fulton,Johnstown,170800,1,242,Recreational use,458065,284000,284000,1
2025,Fulton,Johnstown,170800,1,270,Mobile Home,354516,185850,219800,8
2025,Fulton,Johnstown,170800,1,280,Residential - Multi_Purpose/Multi-Structure,1308065,717780,811000,8
2025,Fulton,Johnstown,170800,1,281,Multiple Residences,124194,77000,77000,1
2025,Fulton,Johnstown,170800,1,283,Residence with Incidental Commercial Use,1177419,663980,730000,7
2025,Fulton,Johnstown,170800,1,311,Residential Vacant Land,3189831,1948400,1977700,242
2025,Fulton,Johnstown,170800,1,312,Residential Land Including a Small Improvement,787738,488400,488400,26
2025,Fulton,Johnstown,170800,1,330,Vacant Land Located in Commercial Areas,5317578,3262200,3296900,111
2025,Fulton,Johnstown,170800,1,331,Commercial Vacant with minor improvements,1827096,1132800,1132800,11
2025,Fulton,Johnstown,170800,1,340,Vacant Land Located in Industrial Areas,1615158,1000400,1001400,40
2025,Fulton,Johnstown,170800,1,341,Industrial Vacant with minor improvements,87097,54000,54000,1
2025,Fulton,Johnstown,170800,1,400,Commercial,2112903,1310000,1310000,3
2025,Fulton,Johnstown,170800,1,411,Apartments,7714520,4783000,4783000,15
2025,Fulton,Johnstown,170800,1,414,Hotel,11451614,7100000,7100000,3
2025,Fulton,Johnstown,170800,1,416,Mobile Home Parks,2354839,1460000,1460000,1
2025,Fulton,Johnstown,170800,1,421,Restaurants,3282258,2035000,2035000,4
2025,Fulton,Johnstown,170800,1,422,Diners and Luncheonettes,306452,190000,190000,2
2025,Fulton,Johnstown,170800,1,423,"Snack Bars, Drive-Ins, Ice Cream Bars",193548,120000,120000,1
2025,Fulton,Johnstown,170800,1,425,Bar,446774,237000,277000,4
2025,Fulton,Johnstown,170800,1,426,Fast Food Franchises,7936582,4920681,4920681,7
2025,Fulton,Johnstown,170800,1,431,Auto Dealers - Sales and Service,5541453,3435700,3435700,8
2025,Fulton,Johnstown,170800,1,432,Service and Gas Stations,4725806,2930000,2930000,4
2025,Fulton,Johnstown,170800,1,433,"Auto Body, Tire Shops, Other Related Auto Sales",5395163,3345000,3345000,18
2025,Fulton,Johnstown,170800,1,434,Automatic Car Wash,685484,425000,425000,1
2025,Fulton,Johnstown,170800,1,436,Self-Service Car Wash,132258,82000,82000,1
2025,Fulton,Johnstown,170800,1,438,Parking Lot,875483,542800,542800,17
2025,Fulton,Johnstown,170800,1,441,Fuel Storage and Distribution Facilities,620968,385000,385000,1
2025,Fulton,Johnstown,170800,1,442,Mini Warehouse (Self-Service Storage),2612419,1473450,1619700,4
2025,Fulton,Johnstown,170800,1,444,"Lumber Yards, Sawmills",430487,266902,266902,2
2025,Fulton,Johnstown,170800,1,449,"Other Storage, Warehouse and Distribution Facilities",100379033,62193000,62235000,51
2025,Fulton,Johnstown,170800,1,452,Area of Neighborhood Shopping Centers,21682645,13443240,13443240,5
2025,Fulton,Johnstown,170800,1,453,Large Retail Outlets,3104839,1925000,1925000,2
2025,Fulton,Johnstown,170800,1,454,Large Retail Food Stores,2903226,1800000,1800000,1
2025,Fulton,Johnstown,170800,1,456,Medium Retail,4032258,2500000,2500000,1
2025,Fulton,Johnstown,170800,1,457,Small Retail,5183870,3214000,3214000,14
2025,Fulton,Johnstown,170800,1,461,Standard Bank/Single Occupant,806452,500000,500000,1
2025,Fulton,Johnstown,170800,1,462,Drive-In Branch Bank,4250000,2635000,2635000,4
2025,Fulton,Johnstown,170800,1,464,Office Building,6708064,4159000,4159000,11
2025,Fulton,Johnstown,170800,1,470,Miscellaneous Services,218548,135500,135500,1
2025,Fulton,Johnstown,170800,1,471,Funeral Homes,693549,430000,430000,2
2025,Fulton,Johnstown,170800,1,472,"Dog Kennels, Veterinary Clinics",580645,360000,360000,1
2025,Fulton,Johnstown,170800,1,481,Downtown Row Type (with common wall),6744355,4086500,4181500,44
2025,Fulton,Johnstown,170800,1,482,Downtown Row Type (detached),3041935,1867910,1886000,18
2025,Fulton,Johnstown,170800,1,483,Converted Residence,9755478,6048400,6048400,61
2025,Fulton,Johnstown,170800,1,484,One Story Small Structure,1835485,1138000,1138000,14
2025,Fulton,Johnstown,170800,1,485,One Story Small Structure - Multi occupant,4691936,2909000,2909000,12
2025,Fulton,Johnstown,170800,1,486,Minimart,4277420,2652000,2652000,4
2025,Fulton,Johnstown,170800,1,534,Social Organizations,270968,168000,168000,2
2025,Fulton,Johnstown,170800,1,541,Bowling Centers,685484,425000,425000,1
2025,Fulton,Johnstown,170800,1,612,Schools,88710,55000,55000,1
2025,Fulton,Johnstown,170800,1,620,Religious,193548,120000,120000,1
2025,Fulton,Johnstown,170800,1,632,Benevolent and Moral Associations,725806,450000,450000,1
2025,Fulton,Johnstown,170800,1,642,All Other Health Facilities,1935484,1200000,1200000,1
2025,Fulton,Johnstown,170800,1,710,Manufacturing and Processing,60807259,37640500,37700500,13
2025,Fulton,Johnstown,170800,1,714,Light Industrial Manufacturing and Processing,13362904,8285000,8285000,12
2025,Fulton,Johnstown,170800,1,837,Cellular Telephone Towers,483871,300000,300000,1
2025,Fulton,Johnstown,170800,5,831,Telephone Facility,156395,96965,96965,1
2025,Fulton,Johnstown,170800,5,861,Electric and Gas,18345703,11374336,11374336,1
2025,Fulton,Johnstown,170800,5,866,Telephone,653315,405055,405055,1
2025,Fulton,Johnstown,170800,5,869,Television,569676,353199,353199,1
2025,Fulton,Johnstown,170800,6,380,Public Utility Vacant Land,547581,339500,339500,1
2025,Fulton,Johnstown,170800,6,438,Parking Lot,167096,103600,103600,3
2025,Fulton,Johnstown,170800,6,831,Telephone Facility,1482445,919116,919116,3
2025,Fulton,Johnstown,170800,6,867,Miscellaneous,8506,5274,5274,2
2025,Fulton,Johnstown,170800,6,872,Electric Substation,2936819,1820828,1820828,1
2025,Fulton,Johnstown,170800,6,873,Gas Measuring and Regulating Station,777942,482324,482324,4
2025,Fulton,Johnstown,170800,6,882,Electric Transmission,24574,15236,15236,4
2025,Fulton,Johnstown,170800,6,884,Electric Distribution (Outside Plant Property),1746792,1083011,1083011,2
2025,Fulton,Johnstown,170800,6,885,Gas Distribution (Outside Plant Property),844727,523731,523731,1
2025,Fulton,Johnstown,170800,8,210,One Family Year-Round Residence,982258,0,609000,5
2025,Fulton,Johnstown,170800,8,220,Two Family Year-Round Residence,504839,0,313000,3
2025,Fulton,Johnstown,170800,8,283,Residence with Incidental Commercial Use,243548,0,151000,1
2025,Fulton,Johnstown,170800,8,311,Residential Vacant Land,572739,0,355100,30
2025,Fulton,Johnstown,170800,8,312,Residential Land Including a Small Improvement,73871,0,45800,2
2025,Fulton,Johnstown,170800,8,330,Vacant Land Located in Commercial Areas,423223,0,262400,24
2025,Fulton,Johnstown,170800,8,331,Commercial Vacant with minor improvements,23226,0,14400,1
2025,Fulton,Johnstown,170800,8,340,Vacant Land Located in Industrial Areas,1528224,0,947500,6
2025,Fulton,Johnstown,170800,8,352,Shell building - commercial,250000,0,155000,1
2025,Fulton,Johnstown,170800,8,400,Commercial,102419,0,63500,1
2025,Fulton,Johnstown,170800,8,410,Living Accomodations,3159678,0,1959000,8
2025,Fulton,Johnstown,170800,8,411,Apartments,40254031,0,24957500,6
2025,Fulton,Johnstown,170800,8,433,"Auto Body, Tire Shops, Other Related Auto Sales",266129,0,165000,1
2025,Fulton,Johnstown,170800,8,438,Parking Lot,871454,0,540300,16
2025,Fulton,Johnstown,170800,8,441,Fuel Storage and Distribution Facilities,210968,0,130800,1
2025,Fulton,Johnstown,170800,8,449,"Other Storage, Warehouse and Distribution Facilities",1237097,0,767000,3
2025,Fulton,Johnstown,170800,8,464,Office Building,1693548,0,1050000,3
2025,Fulton,Johnstown,170800,8,465,Professional Building,1259677,0,781000,1
2025,Fulton,Johnstown,170800,8,481,Downtown Row Type (with common wall),435484,0,270000,1
2025,Fulton,Johnstown,170800,8,483,Converted Residence,120968,0,75000,1
2025,Fulton,Johnstown,170800,8,485,One Story Small Structure - Multi occupant,524194,0,325000,1
2025,Fulton,Johnstown,170800,8,511,Legitimate Theaters,129032,0,80000,1
2025,Fulton,Johnstown,170800,8,534,Social Organizations,827419,0,513000,2
2025,Fulton,Johnstown,170800,8,557,Other Outdoor Sports,260161,0,161300,3
2025,Fulton,Johnstown,170800,8,590,Parks,134677,0,83500,1
2025,Fulton,Johnstown,170800,8,592,Athletic Fields,17742,0,11000,1
2025,Fulton,Johnstown,170800,8,600,Community Services,1419355,0,880000,1
2025,Fulton,Johnstown,170800,8,611,Libraries,975806,0,605000,1
2025,Fulton,Johnstown,170800,8,612,Schools,34193548,0,21200000,5
2025,Fulton,Johnstown,170800,8,614,Special Schools and Institutions,4717742,0,2925000,3
2025,Fulton,Johnstown,170800,8,620,Religious,14329033,0,8884000,16
2025,Fulton,Johnstown,170800,8,632,Benevolent and Moral Associations,80645,0,50000,1
2025,Fulton,Johnstown,170800,8,633,Homes for the Aged,4838710,0,3000000,2
2025,Fulton,Johnstown,170800,8,651,Highway Garage,2620968,0,1625000,3
2025,Fulton,Johnstown,170800,8,652,Office Building,51724194,0,32069000,7
2025,Fulton,Johnstown,170800,8,662,"Police and Fire Protection, Electrical Signal Equipment and Other Facilities for Fire, Police, Civil Defense, etc.",980645,0,608000,1
2025,Fulton,Johnstown,170800,8,681,Cultural Facilities,1266130,0,785000,5
2025,Fulton,Johnstown,170800,8,682,Recreational Facilities,645161,0,400000,1
2025,Fulton,Johnstown,170800,8,692,"Roads, Streets, Highways and Parkways, Express or Otherwise Including Adjoining Land",35000,0,21700,1
2025,Fulton,Johnstown,170800,8,695,Cemeteries,844839,0,523800,5
2025,Fulton,Johnstown,170800,8,710,Manufacturing and Processing,34661290,0,21490000,1
2025,Fulton,Johnstown,170800,8,714,Light Industrial Manufacturing and Processing,51613,0,32000,1
2025,Fulton,Johnstown,170800,8,822,Water Supply,1109677,0,688000,1
2025,Fulton,Johnstown,170800,8,826,Water Transmission,49355,0,30600,1
2025,Fulton,Johnstown,170800,8,845,Water,65000,0,40300,1
2025,Fulton,Johnstown,170800,8,853,Sewage Treatment and Water Pollution Control,146782259,0,91005000,6
2025,Fulton,Johnstown,170800,8,961,"State Owned Public Parks, Recreation Areas and Other Multiple Uses",115323,0,71500,1
2025,Fulton,Johnstown,170800,8,963,City/Town/Village Public Parks and Recreation Areas,462904,0,287000,6
2025,Fulton,Bleecker,172000,1,210,One Family Year-Round Residence,78736000,77150959,78736000,227
2025,Fulton,Bleecker,172000,1,215,One Family Year-Round Residence with Accessory Apartment,485000,485000,485000,1
2025,Fulton,Bleecker,172000,1,240,Rural Residence with Acreage,20496400,19330626,20496400,92
2025,Fulton,Bleecker,172000,1,260,Seasonal Residences,21275600,21125600,21275600,129
2025,Fulton,Bleecker,172000,1,270,Mobile Home,2395400,2173237,2395400,38
2025,Fulton,Bleecker,172000,1,271,Multiple Mobile Homes,137000,137000,137000,2
2025,Fulton,Bleecker,172000,1,280,Residential - Multi_Purpose/Multi-Structure,1407000,1372000,1407000,3
2025,Fulton,Bleecker,172000,1,281,Multiple Residences,179000,179000,179000,1
2025,Fulton,Bleecker,172000,1,283,Residence with Incidental Commercial Use,286000,286000,286000,1
2025,Fulton,Bleecker,172000,1,311,Residential Vacant Land,1580800,1580800,1580800,41
2025,Fulton,Bleecker,172000,1,312,Residential Land Including a Small Improvement,1454300,1454300,1454300,30
2025,Fulton,Bleecker,172000,1,314,Rural Vacant Lots of 10 Acres or less,2397200,2397200,2397200,158
2025,Fulton,Bleecker,172000,1,315,Underwater Vacant Land,22900,22900,22900,2
2025,Fulton,Bleecker,172000,1,322,Residential Vacant Land Over 10 Acres,5656600,4993794,5656600,101
2025,Fulton,Bleecker,172000,1,433,"Auto Body, Tire Shops, Other Related Auto Sales",98000,98000,98000,1
2025,Fulton,Bleecker,172000,1,444,"Lumber Yards, Sawmills",46300,46300,46300,1
2025,Fulton,Bleecker,172000,1,484,One Story Small Structure,306000,306000,306000,2
2025,Fulton,Bleecker,172000,1,534,Social Organizations,352000,352000,352000,2
2025,Fulton,Bleecker,172000,1,910,Private Wild and Forest Lands except for Private Hunting and Fishing Clubs,3311100,2996913,3311100,40
2025,Fulton,Bleecker,172000,1,912,Forest Land under Section 480-a of the Real Property Tax Law,1224700,872693,1224700,7
2025,Fulton,Bleecker,172000,3,931,State Owned Land (Forest Preserve) in the Adirondack or Catskill Parks Taxable under Section 532-a of the Real Property Tax Law,16775800,16775800,16775800,110
2025,Fulton,Bleecker,172000,3,991,"Adirondack Park Aggregate Additional Assessments (Real Property Tax Law, Section 542(3))",9292000,4646000,9292000,3
2025,Fulton,Bleecker,172000,3,993,"Transition Assessments for Taxable State Owned Land (Real Property Tax Law, Section 545)",264060,132030,264060,3
2025,Fulton,Bleecker,172000,5,835,Community Antenna Television (CATV) Facility,55246,55246,55246,1
2025,Fulton,Bleecker,172000,5,861,Electric and Gas,1809725,1809725,1809725,2
2025,Fulton,Bleecker,172000,5,866,Telephone,548695,548695,548695,1
2025,Fulton,Bleecker,172000,6,380,Public Utility Vacant Land,4500,4500,4500,1
2025,Fulton,Bleecker,172000,6,822,Water Supply,333188,166593,333188,2
2025,Fulton,Bleecker,172000,6,836,Telephone Outside Plant,77698,77698,77698,2
2025,Fulton,Bleecker,172000,6,845,Water,61949,61949,61949,1
2025,Fulton,Bleecker,172000,6,874,Electric Power Generation Facility - Hydro,1113605,1113605,1113605,3
2025,Fulton,Bleecker,172000,8,314,Rural Vacant Lots of 10 Acres or less,80200,0,80200,7
2025,Fulton,Bleecker,172000,8,322,Residential Vacant Land Over 10 Acres,134000,0,134000,1
2025,Fulton,Bleecker,172000,8,331,Commercial Vacant with minor improvements,15000,0,15000,1
2025,Fulton,Bleecker,172000,8,620,Religious,165000,0,165000,2
2025,Fulton,Bleecker,172000,8,652,Office Building,336000,0,336000,1
2025,Fulton,Bleecker,172000,8,695,Cemeteries,16600,0,16600,6
2025,Fulton,Bleecker,172000,8,720,Mining and Quarrying,200,0,200,1
2025,Fulton,Broadalbin,172200,1,105,Agricultural Vacant Land (Productive),1491409,493328,744810,20
2025,Fulton,Broadalbin,172200,1,112,"Dairy Products: milk, butter and cheese",1648579,690499,823300,3
2025,Fulton,Broadalbin,172200,1,117,Horse Farms,1736685,739977,867300,4
2025,Fulton,Broadalbin,172200,1,120,Field Crops,1368042,570968,683200,3
2025,Fulton,Broadalbin,172200,1,130,Truck Crops - Mucklands,2002,1000,1000,1
2025,Fulton,Broadalbin,172200,1,210,One Family Year-Round Residence,488824523,238410201,244118975,1657
2025,Fulton,Broadalbin,172200,1,220,Two Family Year-Round Residence,9860628,4813815,4924400,43
2025,Fulton,Broadalbin,172200,1,230,Three Family Year-Round Residence,2363837,1170013,1180500,9
2025,Fulton,Broadalbin,172200,1,240,Rural Residence with Acreage,3829545,1846595,1912475,12
2025,Fulton,Broadalbin,172200,1,241,"Primarily residential, also used in agricultural production",4353552,1877116,2174164,13
2025,Fulton,Broadalbin,172200,1,242,Recreational use,43189163,21009150,21568667,115
2025,Fulton,Broadalbin,172200,1,260,Seasonal Residences,55617540,27775400,27775400,240
2025,Fulton,Broadalbin,172200,1,270,Mobile Home,21270174,10156289,10622325,177
2025,Fulton,Broadalbin,172200,1,271,Multiple Mobile Homes,828995,396521,414000,6
2025,Fulton,Broadalbin,172200,1,280,Residential - Multi_Purpose/Multi-Structure,4130356,1980897,2062700,12
2025,Fulton,Broadalbin,172200,1,281,Multiple Residences,376452,151721,188000,1
2025,Fulton,Broadalbin,172200,1,283,Residence with Incidental Commercial Use,1858130,927950,927950,6
2025,Fulton,Broadalbin,172200,1,300,Vacant Land,64077,32000,32000,1
2025,Fulton,Broadalbin,172200,1,310,Residential,532437,265900,265900,10
2025,Fulton,Broadalbin,172200,1,311,Residential Vacant Land,7101490,3537154,3546489,172
2025,Fulton,Broadalbin,172200,1,312,Residential Land Including a Small Improvement,7947680,3969071,3969071,90
2025,Fulton,Broadalbin,172200,1,314,Rural Vacant Lots of 10 Acres or less,7087093,3510402,3539300,252
2025,Fulton,Broadalbin,172200,1,320,Rural,176712,88250,88250,3
2025,Fulton,Broadalbin,172200,1,322,Residential Vacant Land Over 10 Acres,7273810,3512836,3632541,67
2025,Fulton,Broadalbin,172200,1,323,Other Rural Vacant Lands,2335241,1144529,1166222,123
2025,Fulton,Broadalbin,172200,1,330,Vacant Land Located in Commercial Areas,486281,242850,242850,16
2025,Fulton,Broadalbin,172200,1,331,Commercial Vacant with minor improvements,978320,488574,488574,9
2025,Fulton,Broadalbin,172200,1,400,Commercial,2027565,162300,1012566,3
2025,Fulton,Broadalbin,172200,1,411,Apartments,3664698,1798556,1830150,14
2025,Fulton,Broadalbin,172200,1,414,Hotel,494594,247000,247000,1
2025,Fulton,Broadalbin,172200,1,416,Mobile Home Parks,10876008,5431478,5431478,9
2025,Fulton,Broadalbin,172200,1,421,Restaurants,734882,367000,367000,2
2025,Fulton,Broadalbin,172200,1,423,"Snack Bars, Drive-Ins, Ice Cream Bars",150180,75000,75000,1
2025,Fulton,Broadalbin,172200,1,425,Bar,1426311,712300,712300,3
2025,Fulton,Broadalbin,172200,1,431,Auto Dealers - Sales and Service,857028,428000,428000,2
2025,Fulton,Broadalbin,172200,1,432,Service and Gas Stations,214257,107000,107000,1
2025,Fulton,Broadalbin,172200,1,433,"Auto Body, Tire Shops, Other Related Auto Sales",637566,318400,318400,3
2025,Fulton,Broadalbin,172200,1,439,Small Parking Garage,386464,193000,193000,1
2025,Fulton,Broadalbin,172200,1,440,"Storage, Warehouse and Distribution Facilities",400481,200000,200000,1
2025,Fulton,Broadalbin,172200,1,441,Fuel Storage and Distribution Facilities,302763,151200,151200,1
2025,Fulton,Broadalbin,172200,1,442,Mini Warehouse (Self-Service Storage),418102,193155,208800,1
2025,Fulton,Broadalbin,172200,1,444,"Lumber Yards, Sawmills",380457,190000,190000,1
2025,Fulton,Broadalbin,172200,1,449,"Other Storage, Warehouse and Distribution Facilities",1557585,777858,777858,3
2025,Fulton,Broadalbin,172200,1,450,Retail Services,362835,181200,181200,2
2025,Fulton,Broadalbin,172200,1,464,Office Building,464557,232000,232000,1
2025,Fulton,Broadalbin,172200,1,472,"Dog Kennels, Veterinary Clinics",300360,150000,150000,1
2025,Fulton,Broadalbin,172200,1,475,Junkyards,78094,39000,39000,1
2025,Fulton,Broadalbin,172200,1,480,Multiple Use or Multipurpose,433520,216500,216500,1
2025,Fulton,Broadalbin,172200,1,481,Downtown Row Type (with common wall),2223668,1095000,1110500,13
2025,Fulton,Broadalbin,172200,1,482,Downtown Row Type (detached),108130,54000,54000,1
2025,Fulton,Broadalbin,172200,1,483,Converted Residence,291750,145700,145700,2
2025,Fulton,Broadalbin,172200,1,484,One Story Small Structure,802963,401000,401000,5
2025,Fulton,Broadalbin,172200,1,485,One Story Small Structure - Multi occupant,193032,96400,96400,1
2025,Fulton,Broadalbin,172200,1,486,Minimart,2162595,972187,1080000,3
2025,Fulton,Broadalbin,172200,1,513,Drive-In Theaters,428514,214000,214000,1
2025,Fulton,Broadalbin,172200,1,570,Marinas,1418302,708300,708300,2
2025,Fulton,Broadalbin,172200,1,582,Camping Facilities,3016620,1506500,1506500,5
2025,Fulton,Broadalbin,172200,1,682,Recreational Facilities,560673,280000,280000,1
2025,Fulton,Broadalbin,172200,1,700,Industrial,35843,17900,17900,1
2025,Fulton,Broadalbin,172200,1,710,Manufacturing and Processing,572687,286000,286000,1
2025,Fulton,Broadalbin,172200,1,837,Cellular Telephone Towers,275330,137500,137500,2
2025,Fulton,Broadalbin,172200,1,912,Forest Land under Section 480-a of the Real Property Tax Law,88466,3931,44180,3
2025,Fulton,Broadalbin,172200,1,963,City/Town/Village Public Parks and Recreation Areas,200240,100000,100000,1
2025,Fulton,Broadalbin,172200,1,971,"Wetlands, Either Privately of Governmentally Owned, Subject to Specific Restrictions as to Use",19223,9600,9600,1
2025,Fulton,Broadalbin,172200,3,311,Residential Vacant Land,28234,14100,14100,1
2025,Fulton,Broadalbin,172200,3,931,State Owned Land (Forest Preserve) in the Adirondack or Catskill Parks Taxable under Section 532-a of the Real Property Tax Law,160593,80200,80200,1
2025,Fulton,Broadalbin,172200,3,950,Hudson River and Black River Regulating District Land,11113336,5550000,5550000,2
2025,Fulton,Broadalbin,172200,3,961,"State Owned Public Parks, Recreation Areas and Other Multiple Uses",345615,172600,172600,1
2025,Fulton,Broadalbin,172200,3,992,"Hudson River-Black River Regulating District Aggregate Additional Assessments (Environmental Conservation Law, Section 15-2115)",12779496,3191040,6382080,3
2025,Fulton,Broadalbin,172200,3,993,"Transition Assessments for Taxable State Owned Land (Real Property Tax Law, Section 545)",36524,0,18240,2
2025,Fulton,Broadalbin,172200,5,831,Telephone Facility,71931,35922,35922,2
2025,Fulton,Broadalbin,172200,5,861,Electric and Gas,6139544,3066088,3066088,4
2025,Fulton,Broadalbin,172200,5,866,Telephone,1886086,941911,941911,4
2025,Fulton,Broadalbin,172200,5,869,Television,2004466,1001030,1001030,2
2025,Fulton,Broadalbin,172200,6,331,Commercial Vacant with minor improvements,25230,12600,12600,1
2025,Fulton,Broadalbin,172200,6,380,Public Utility Vacant Land,35242,17600,17600,1
2025,Fulton,Broadalbin,172200,6,822,Water Supply,4005,2000,2000,1
2025,Fulton,Broadalbin,172200,6,827,Water Transmission(Outside Plant),871045,435000,435000,1
2025,Fulton,Broadalbin,172200,6,831,Telephone Facility,131874,65858,65858,3
2025,Fulton,Broadalbin,172200,6,836,Telephone Outside Plant,159584,79696,79696,6
2025,Fulton,Broadalbin,172200,6,874,Electric Power Generation Facility - Hydro,130288,65066,65066,1
2025,Fulton,Broadalbin,172200,6,884,Electric Distribution (Outside Plant Property),1625697,811873,811873,2
2025,Fulton,Broadalbin,172200,8,210,One Family Year-Round Residence,1600520,0,799300,2
2025,Fulton,Broadalbin,172200,8,220,Two Family Year-Round Residence,193632,0,96700,1
2025,Fulton,Broadalbin,172200,8,260,Seasonal Residences,123948,0,61900,2
2025,Fulton,Broadalbin,172200,8,270,Mobile Home,7409,0,3700,1
2025,Fulton,Broadalbin,172200,8,311,Residential Vacant Land,98719,0,49300,4
2025,Fulton,Broadalbin,172200,8,312,Residential Land Including a Small Improvement,228875,0,114300,3
