cty,stplc,C000,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,n_blocks
36059,3629421,333,0,0,14,64,0,19,29,10,6,7,17,26,0,31,2,45,4,35,21,3,38
36059,3630169,1918,0,0,0,92,25,113,215,2,9,43,71,168,18,83,67,315,12,139,284,262,83
36059,3630191,638,0,0,0,23,1,24,44,11,3,7,14,54,2,26,7,144,17,117,110,34,40
36059,3630202,54,0,0,0,0,0,1,3,0,0,0,6,25,0,0,0,2,0,8,9,0,14
36059,3630213,6181,0,0,0,282,60,536,351,60,200,497,1259,959,46,191,75,1034,44,355,232,0,33
36059,3630598,2290,0,0,0,40,9,23,675,4,50,93,117,164,193,18,12,410,27,312,143,0,19
36059,3632094,48,0,0,0,0,1,0,0,0,19,0,21,4,0,0,0,0,0,0,3,0,7
36059,3632105,53,0,0,0,24,0,4,2,0,0,4,0,7,2,4,0,1,0,0,5,0,9
36059,3633139,17456,0,0,0,594,202,212,2625,96,127,161,221,572,95,423,2028,4299,243,1068,878,3612,261
36059,3634198,2469,0,0,0,70,18,23,568,15,0,51,4,66,0,13,987,259,24,264,107,0,35
36059,3634286,2967,0,0,0,113,36,79,367,99,68,72,76,176,4,320,481,443,35,266,309,23,65
36059,3634297,1401,0,0,0,0,0,9,3,0,0,17,1,17,0,0,113,1207,0,0,22,12,12
36059,3634308,193,0,0,0,8,0,0,26,1,3,4,24,38,2,9,0,8,53,0,13,4,19
36059,3634319,27,0,0,0,1,0,2,0,0,3,1,0,11,2,0,0,1,0,0,6,0,4
36059,3634374,25621,2,0,1976,2064,2209,2343,2655,685,288,747,354,963,623,1523,1477,3986,890,1662,1102,72,368
36059,3637583,5683,3,1,3,392,387,421,1010,709,2,54,61,206,44,289,236,875,92,654,183,61,91
36059,3637847,1012,0,1,0,233,0,23,29,2,25,63,6,13,0,66,139,201,9,101,61,40,24
36059,3638539,13766,0,0,0,319,416,1014,1479,326,553,1935,706,2023,769,696,587,1260,425,832,367,59,125
36059,3639309,168,0,0,22,8,1,16,1,5,1,4,37,12,0,17,0,31,0,0,1,12,15
36059,3639694,646,0,0,0,20,0,15,8,4,2,61,53,37,3,93,187,44,3,0,82,34,48
36059,3640937,7958,0,0,0,116,10,37,426,103,408,708,16,827,45,58,1595,3287,81,45,110,86,32
36059,3641003,833,0,0,0,5,0,3,13,8,19,3,11,15,0,263,17,340,3,4,129,0,28
36059,3641432,740,3,0,0,32,4,2,2,39,1,7,11,14,0,87,353,35,77,16,51,6,21
36059,3641487,850,10,0,0,4,0,32,13,5,3,14,8,633,0,54,11,31,0,0,24,8,15
36059,3641553,2228,0,0,0,46,3,39,137,147,45,54,114,132,13,109,497,342,87,200,263,0,59
36059,3642081,13934,0,0,0,452,36,128,3141,460,338,213,56,442,26,528,2492,1932,199,1490,456,1545,286
36059,3642279,1256,0,0,0,21,0,2,28,0,1,2,42,12,0,7,982,50,3,61,45,0,21
36059,3643192,1015,0,0,10,128,37,30,134,21,24,26,37,133,0,38,8,150,46,112,58,23,41
36059,3643335,6149,0,0,0,324,63,307,742,99,128,281,187,282,11,104,345,1060,43,1204,349,620,196
36059,3643874,8175,1,0,168,1417,46,454,780,289,129,303,115,546,32,350,815,1211,59,862,381,217,195
36059,3644787,1223,0,0,0,62,17,12,36,25,52,24,4,84,2,5,368,172,36,107,121,96,65
36059,3644792,27,8,0,0,0,0,9,0,0,0,0,0,8,0,0,0,2,0,0,0,0,6
36059,3644897,48208,0,0,0,196,53,316,1485,51,45,339,142,1165,35,276,630,42214,206,584,458,13,88
36059,3644908,1069,0,0,0,7,1,26,154,0,2,1,37,196,4,30,73,419,1,73,45,0,36
36059,3645106,925,0,0,0,61,15,68,46,150,47,2,16,50,8,120,7,57,29,97,137,15,47
36059,3645986,5753,0,0,0,528,15,137,638,126,82,89,50,367,51,472,245,1744,123,628,425,33,196
36059,3645997,3243,0,0,0,127,36,36,335,13,17,89,11,110,0,98,839,507,8,745,191,81,115
36059,3646107,349,0,0,0,10,0,0,0,0,0,0,15,24,0,5,115,0,128,15,37,0,6
36059,3646668,7229,0,0,0,210,133,110,795,178,103,129,68,375,20,245,1022,2210,114,867,645,5,199
36059,3647405,362,0,0,9,43,0,7,14,4,0,5,3,3,0,7,62,120,4,0,76,5,15
36059,3647636,20060,2,0,0,889,529,575,788,274,70,488,261,1421,48,566,718,11991,94,817,428,101,182
36059,3649231,622,0,0,0,52,0,20,174,1,0,20,1,69,0,4,127,37,2,67,41,7,25
36059,3649330,2316,0,0,0,41,15,66,59,21,21,126,49,349,1,99,1093,198,68,21,68,21,32
36059,3650067,11794,0,0,0,1448,1317,689,764,118,3,147,89,207,210,5093,212,537,5,493,462,0,106
36059,3650397,5186,0,0,0,852,142,437,196,373,26,187,47,497,185,385,163,640,52,679,261,64,100
36059,3651517,3316,3,0,0,214,75,130,637,193,26,47,10,182,1,126,598,508,17,358,190,1,144
36059,3653022,2249,0,0,0,57,6,64,10,95,4,99,321,147,164,393,126,308,79,106,229,41,35
36059,3653231,250,0,0,0,17,0,3,81,0,0,0,3,10,0,2,0,108,6,17,3,0,9
36059,3653253,2688,1,0,0,113,42,46,287,54,27,84,4,92,1,136,769,442,104,261,186,39,127
36059,3653264,1637,0,0,1,128,1,37,67,2,0,26,7,78,1,88,695,318,25,103,60,0,79
36059,3653275,10648,0,0,0,651,330,453,946,492,182,968,541,1297,189,735,469,1975,311,533,576,0,143
36059,3653748,3764,0,0,1,101,9,11,323,193,1,44,15,78,1,60,350,2269,1,180,127,0,86
36059,3653792,1260,0,0,0,94,0,14,213,22,6,41,6,91,1,36,3,264,0,354,115,0,73
36059,3654441,12196,14,0,12,628,391,458,2105,181,73,193,96,314,6,459,1252,4115,174,980,691,54,252
36059,3654551,1692,0,0,0,81,128,51,357,58,2,36,44,58,0,13,145,356,74,219,62,8,56
36059,3654562,675,16,0,0,111,8,56,66,0,27,4,19,8,10,19,164,38,35,42,34,18,19
36059,3654705,6193,0,0,0,2,0,46,114,0,0,33,30,133,249,93,3215,1396,363,291,173,55,36
36059,3655992,4179,7,0,20,154,181,87,348,139,77,73,86,206,0,90,379,353,42,261,184,1492,49
36059,3656011,335,2,0,0,31,1,13,19,0,5,1,10,31,0,16,112,24,2,40,28,0,19
36059,3658409,2893,0,0,23,130,3,75,300,55,1,49,10,146,0,17,173,1157,123,390,241,0,55
36059,3658442,19531,0,0,22,2176,1142,1421,1749,663,168,555,506,957,261,1119,1684,5120,189,1187,612,0,233
36059,3658475,191,1,0,0,25,1,3,10,0,1,1,3,2,3,0,7,3,94,0,37,0,18
36059,3658486,103,0,0,15,7,0,0,0,0,0,4,0,8,0,7,1,22,0,0,0,39,8
36059,3658497,72,0,0,0,0,2,14,0,0,4,15,11,5,0,0,12,3,0,0,6,0,13
36059,3658849,392,0,0,0,13,5,2,3,2,0,15,10,105,0,4,8,38,0,179,8,0,20
36059,3659520,12653,2,0,0,343,949,2995,828,330,246,90,145,1430,221,644,1205,752,211,737,769,756,130
36059,3659531,1908,0,0,0,30,213,209,822,1,7,108,23,24,7,56,6,41,11,245,83,22,21
36059,3663264,14206,0,0,1,363,68,250,1013,301,226,445,227,787,47,2805,1150,3374,269,1979,901,0,211
36059,3663506,2399,0,0,0,146,128,29,87,31,34,12,29,17,0,50,848,825,11,40,107,5,78
36059,3663770,3218,0,0,0,35,0,35,350,158,41,192,53,86,0,262,126,920,41,691,187,41,23
36059,3663792,623,0,0,0,9,6,7,48,10,2,40,257,16,0,24,0,54,38,99,7,6,18
36059,3663803,288,0,0,0,7,0,5,24,0,4,9,41,18,0,0,0,47,52,50,31,0,11
36059,3663814,2310,0,0,145,135,39,173,96,49,5,103,92,220,21,237,151,275,195,242,132,0,85
36059,3664232,762,0,0,0,60,1,51,54,19,0,13,57,48,0,12,16,317,4,79,23,8,13
36059,3664430,142,0,0,0,0,0,7,0,1,69,0,8,0,0,1,4,2,0,0,47,3,9
36059,3664441,113,0,0,0,0,0,1,0,0,0,0,3,5,0,0,0,0,0,22,82,0,5
36059,3664842,4697,0,0,0,70,4,89,1443,36,16,557,18,518,5,632,35,807,13,332,122,0,91
36059,3665035,597,0,0,0,1,2,10,10,1,7,34,21,23,0,11,32,142,48,4,251,0,22
36059,3666047,1975,0,0,0,188,4,20,46,5,0,28,9,56,7,2,944,309,34,177,102,44,59
36059,3666058,3525,0,0,2,497,12,46,639,42,54,54,39,158,0,364,535,282,33,574,188,6,105
36059,3666102,803,0,0,2,19,1,14,87,36,4,1,12,84,0,15,191,254,1,30,52,0,40
36059,3669001,2105,2,0,0,174,10,86,734,15,53,19,16,126,0,368,16,224,39,138,85,0,104
36059,3669023,22,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0,2,2,0,4,7,7
36059,3669188,229,0,0,0,29,0,3,28,4,0,2,0,5,0,9,0,8,74,48,19,0,26
36059,3669892,4123,0,0,0,34,3,50,2634,270,5,74,26,59,0,132,187,97,2,500,50,0,40
36059,3671267,307,0,0,0,3,2,11,39,0,3,7,1,17,0,5,55,5,25,80,36,18,17
36059,3672554,16307,0,0,42,892,211,2238,1096,321,158,521,176,2831,6,1266,2605,2139,437,918,450,0,165
36059,3673605,758,0,0,0,65,38,8,58,1,8,110,16,43,2,7,21,314,0,50,17,0,29
36059,3676089,40405,0,0,29,657,1107,556,7319,2972,1101,3570,652,3838,1090,2105,5106,4902,1720,2647,851,183,188
36059,3676287,2413,0,0,23,67,14,65,162,18,30,474,189,244,0,781,11,126,37,86,86,0,46
36059,3676331,366,9,0,0,12,8,6,14,0,0,2,40,32,0,17,59,22,87,12,38,8,14
36059,3676705,21396,0,0,0,870,77,257,2780,1504,66,480,389,939,314,750,1096,8917,63,1030,1526,338,296
36059,3678146,4987,0,0,0,488,63,88,719,26,55,197,58,285,47,163,605,710,172,870,412,29,165
36059,3679444,5334,9,0,0,368,77,105,617,53,106,85,33,301,15,576,515,1632,5,408,348,81,138
36059,3680225,4177,0,0,17,260,121,228,437,82,54,51,47,143,2,406,682,867,34,445,294,7,146
36059,3682117,1890,0,0,2,134,3,39,177,14,30,107,52,167,0,16,90,351,12,400,239,57,64
36059,3682744,16204,0,0,1,337,6,683,490,112,43,5505,247,2128,605,1513,94,2691,68,1289,392,0,55
36059,3682942,3735,0,0,249,111,45,86,229,10,127,81,82,208,2,194,539,1346,24,96,274,32,179
36059,3682986,49,0,0,0,2,0,1,4,7,2,0,0,4,3,3,0,18,0,0,5,0,14
36059,9999999,459,0,0,0,17,0,46,16,0,5,0,53,29,0,5,0,42,13,219,14,0,15
36061,3651000,2504522,190,12,7094,37123,17170,80461,123104,18953,223769,332605,89250,387384,68844,173428,197323,283286,66264,198272,95762,104228,3130
36063,3604440,268,0,0,0,1,6,0,15,30,0,0,0,0,0,9,157,0,1,37,3,9,8
36063,3628431,307,0,0,0,8,40,0,11,0,0,5,0,9,0,9,31,134,0,49,11,0,16
36063,3642147,1243,0,0,0,31,21,5,247,57,7,35,14,63,1,22,48,95,56,458,44,39,34
36063,3643082,7752,0,0,0,227,994,287,624,149,91,177,20,459,36,408,640,1058,127,618,206,1631,159
36063,3646998,509,0,0,0,6,127,13,55,0,5,29,0,2,0,3,195,20,0,33,2,19,15
36063,3650221,1267,82,0,0,57,6,139,83,81,5,35,0,4,0,29,240,289,0,148,26,43,23
36063,3651055,18110,6,0,341,459,1639,234,1982,472,131,376,388,220,111,840,1608,3675,1899,2198,624,907,334
36063,3651088,1198,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1191,0,0,0,0,0,2
36063,3653682,7093,0,0,1,399,1610,225,1259,313,48,122,32,200,68,165,524,615,99,812,277,324,211
36063,3654540,72,0,0,0,14,5,0,11,0,0,0,1,1,0,0,18,0,0,22,0,0,8
36063,3660598,266,0,0,0,0,28,17,79,0,6,4,0,1,0,7,0,64,0,50,10,0,10
36063,3660609,141,0,0,0,7,3,0,12,0,7,0,4,1,0,4,0,89,0,10,4,0,9
36063,3664958,1243,5,0,0,1,6,8,75,0,0,11,3,2,0,192,806,14,0,103,17,0,13
36063,3669386,3404,0,0,39,131,43,86,1306,0,5,69,22,36,4,49,107,384,30,675,345,73,36
36063,3682359,516,0,0,0,0,48,2,49,17,4,2,1,11,0,1,245,3,0,101,0,32,12
36063,3684143,107,0,0,0,4,0,0,18,0,4,0,1,0,5,0,0,15,9,18,13,20,12
36063,9999999,25219,536,0,46,1616,4594,850,3197,1332,338,665,213,1338,134,1445,1725,3728,250,1781,749,682,620
36065,3604528,64,0,0,0,0,22,0,12,0,0,0,0,4,0,0,0,8,0,5,12,1,8
36065,3607355,1073,0,0,0,8,47,48,372,0,11,43,0,21,0,2,74,157,1,155,60,74,30
36065,3608169,47,0,0,0,0,3,0,17,1,1,0,0,0,0,6,4,0,0,1,2,12,5
36065,3611847,1502,0,0,0,22,324,7,300,50,8,39,17,5,0,103,364,65,3,114,23,58,27
36065,3613662,348,27,0,0,26,52,21,10,4,0,0,0,6,0,15,0,65,0,64,58,0,12
36065,3615902,105,0,0,0,11,0,1,14,0,0,4,16,0,0,0,22,19,2,9,7,0,6
36065,3616111,265,0,0,0,7,248,0,0,0,4,0,0,0,0,0,0,0,0,5,1,0,4
36065,3616419,1045,0,0,0,0,39,74,61,32,46,47,9,52,0,13,251,191,1,190,39,0,20
36065,3621226,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2
36065,3631746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
36065,3635144,480,0,0,0,4,1,11,27,0,91,4,0,0,0,0,292,0,0,43,7,0,6
36065,3640475,254,0,0,0,16,112,0,25,0,0,2,0,16,0,1,0,2,0,22,24,34,17
36065,3645524,2735,14,0,0,142,8,459,82,67,17,22,10,17,0,0,7,78,14,56,172,1570,11
36065,3650298,1962,0,0,0,6,0,5,257,29,0,120,35,167,0,4,458,378,44,266,62,131,15
36065,3651011,1765,0,0,0,10,427,131,263,11,5,45,12,61,27,15,126,170,59,245,82,76,35
36065,3651484,18,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36065,3654848,45,0,0,0,25,0,0,0,2,0,0,0,1,0,0,0,4,2,0,4,7,6
36065,3655365,685,0,0,0,24,16,0,31,87,0,4,6,4,0,0,122,145,0,18,31,197,9
36065,3655376,67,0,0,0,0,0,2,4,0,0,2,0,15,0,2,1,7,0,6,15,13,6
36065,3655750,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36065,3659883,34,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,21,0,7,1,0,3
36065,3661115,108,0,0,0,0,0,0,3,0,0,2,0,4,0,0,99,0,0,0,0,0,3
36065,3663418,14966,42,0,59,145,1774,233,1837,573,120,446,138,1134,5,490,1152,3771,144,1022,345,1536,246
36065,3666993,1322,0,0,3,26,1023,18,22,0,11,13,0,9,0,18,5,20,5,42,24,83,23
36065,3671377,21,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,2
36065,3672521,208,0,0,0,6,0,16,25,8,0,4,0,5,0,0,0,0,0,95,11,38,14
36065,3676540,31705,0,0,77,471,2530,563,2276,402,106,1024,163,1078,67,1633,3940,11456,219,2103,732,2865,416
36065,3677112,487,0,0,0,0,211,20,37,0,11,7,1,29,30,24,0,7,0,36,16,58,13
36065,3677167,665,0,0,0,10,0,7,1,0,0,0,0,8,15,0,577,8,0,20,19,0,8
36065,3678454,359,0,0,0,7,0,18,172,21,0,21,0,0,0,26,0,35,0,46,13,0,8
36065,3678663,742,6,0,13,2,209,0,41,30,2,21,0,5,1,30,150,153,0,21,14,44,19
36065,3679895,7,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,3
36065,3680522,309,0,0,0,0,2,0,16,0,0,0,0,0,0,0,201,52,0,36,2,0,5
36065,3681644,15,0,2,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,3
36065,3681710,1088,0,0,0,219,15,10,106,0,0,54,21,39,0,153,2,39,5,145,137,143,28
36065,3684099,1152,0,0,0,25,77,52,67,0,2,0,17,49,0,7,618,17,33,155,33,0,26
36065,9999999,37640,282,26,393,1037,3163,1015,4437,1665,256,4552,106,968,391,989,4393,5265,297,6985,903,517,678
36067,3604198,3220,0,0,0,50,2,31,248,49,7,97,12,170,0,46,1365,398,15,379,209,142,43
36067,3608059,654,0,0,0,53,154,12,117,2,11,25,5,28,1,21,46,23,7,134,8,7,15
36067,3608147,78,0,0,0,0,0,0,48,0,0,0,2,0,0,0,0,0,0,28,0,0,1
36067,3611902,197,0,0,0,1,1,3,18,0,0,7,0,33,6,7,4,40,0,13,58,6,11
36067,3620467,10964,0,0,8,153,18,70,1651,477,623,1351,139,1215,513,657,790,1013,267,1045,773,201,73
36067,3623052,3243,0,0,15,205,111,600,932,198,12,98,105,44,14,388,49,259,16,100,61,36,41
36067,3623789,346,20,0,0,2,86,10,85,0,5,3,0,1,0,12,0,11,0,81,1,29,9
36067,3624867,206,0,0,0,1,4,0,1,0,0,0,0,0,0,10,173,0,0,0,6,11,4
36067,3625043,3455,0,0,0,44,11,30,1373,4,17,60,29,213,1,37,213,374,46,486,316,201,65
36067,3625527,2283,0,0,0,28,0,4,156,276,27,18,2,79,0,9,154,1028,3,227,73,199,37
36067,3628035,1592,0,0,199,33,2,20,49,0,0,63,14,142,10,79,95,431,18,277,63,97,16
36067,3638825,276,0,0,0,5,40,15,2,10,5,5,0,47,0,0,92,24,3,21,7,0,12
36067,3640607,267,0,0,0,65,5,8,40,0,0,18,3,7,1,3,6,19,19,72,1,0,16
36067,3642884,1486,0,0,0,183,6,6,133,3,113,20,25,124,0,10,442,40,0,261,82,38,30
36067,3643885,2988,0,0,0,263,385,155,192,210,0,0,6,30,100,480,122,798,17,80,150,0,37
36067,3645018,2113,0,0,0,8,488,51,271,13,0,39,35,71,9,38,428,255,50,218,78,61,33
36067,3645480,786,0,0,0,63,2,9,49,0,11,80,12,18,0,1,322,75,0,36,22,86,11
36067,3646151,772,0,0,0,110,39,122,120,42,21,2,16,31,0,17,54,5,18,107,64,4,33
36067,3647757,618,0,0,0,5,2,0,17,296,14,0,8,12,0,9,77,63,0,60,25,30,17
36067,3649726,486,0,0,0,30,11,5,252,0,0,7,1,9,20,16,43,1,0,76,15,0,18
36067,3653660,3136,0,0,0,108,147,70,158,39,22,134,26,66,0,28,1588,244,23,284,152,47,37
36067,3660455,2546,1,0,0,41,1067,859,16,288,3,6,5,40,0,44,0,116,17,0,43,0,29
36067,3666366,224,0,0,0,32,12,28,68,41,0,0,0,21,0,0,0,9,0,7,6,0,8
36067,3667510,1560,0,0,0,102,1,5,297,2,14,24,2,69,4,97,279,71,9,417,78,89,24
36067,3668286,2355,0,0,67,118,810,51,122,18,0,233,7,25,4,40,350,84,21,55,102,248,42
36067,3673000,104265,0,0,1157,2068,2947,1800,5163,1681,1775,2844,1330,6298,1882,6762,27921,22971,1373,5753,2526,8014,848
36067,3675627,418,0,0,0,32,0,0,115,0,0,4,0,9,0,5,141,22,0,45,39,6,9
36067,3677513,105,0,0,0,1,0,1,13,1,0,1,16,5,14,1,0,9,3,21,19,0,9
36067,3681127,1065,0,0,0,8,0,15,521,0,32,5,3,34,0,65,215,19,13,115,20,0,36
36067,9999999,104169,859,16,1098,6925,13291,8956,12822,11792,888,3140,1654,5921,1135,4385,4430,12800,1324,8442,3131,1160,1481
36069,3606945,547,0,0,0,43,171,4,14,0,15,15,3,4,0,17,194,12,0,19,4,32,12
36069,3612144,6695,0,0,27,210,100,95,907,1,50,277,36,175,216,105,852,2230,93,1003,151,167,89
36069,3616375,2007,0,0,0,32,680,6,107,0,25,26,0,12,0,31,0,983,1,42,43,19,16
36069,3619308,123,0,0,0,67,0,0,18,0,0,0,0,0,0,25,0,0,0,9,4,0,7
36069,3628640,7673,0,0,0,116,740,86,547,160,104,221,11,154,7,183,1841,2124,26,976,139,238,97
36069,3629520,53,0,0,0,18,0,2,5,0,0,0,0,0,0,0,0,22,0,4,2,0,4
36069,3631533,137,0,0,0,0,22,110,4,0,0,0,0,0,0,0,0,0,0,0,1,0,6
36069,3635353,421,0,0,0,0,64,0,81,0,3,13,4,0,0,0,171,7,0,17,32,29,7
36069,3644853,408,0,9,0,34,153,0,56,0,0,17,9,0,0,0,0,5,0,92,21,12,14
36069,3649429,645,0,0,0,25,99,0,88,0,4,22,1,1,0,0,230,36,2,115,4,18,18
36069,3657518,397,0,21,0,15,31,5,42,0,65,3,0,10,0,16,0,116,0,38,16,19,16
36069,3659322,75,0,0,0,9,0,0,0,35,0,0,0,0,0,0,0,1,0,0,30,0,6
36069,3664199,11,0,0,0,0,0,0,9,0,0,1,1,0,0,0,0,0,0,0,0,0,3
36069,3667257,110,0,0,0,4,19,0,12,0,2,12,4,0,0,1,0,27,0,11,9,9,12
36069,3677376,1002,0,0,0,6,228,151,61,17,1,31,6,56,0,43,12,68,0,143,57,122,21
36069,9999999,31969,578,18,26,3057,4202,1435,5212,1139,411,227,282,1091,1219,1741,2787,2628,856,2444,1055,1561,624
36071,3604286,1696,0,0,0,45,84,13,415,99,6,68,11,71,0,216,45,153,39,371,60,0,33
36071,3605188,309,17,0,0,36,0,0,30,0,0,0,2,139,0,11,2,13,5,49,5,0,17
36071,3615297,2877,0,0,0,42,90,1327,405,248,83,46,13,28,0,37,16,91,4,245,151,51,31
36071,3618333,688,0,0,2,24,0,6,17,0,2,14,0,31,1,122,204,26,1,68,119,51,23
36071,3625857,1618,0,2,0,56,11,12,40,2,18,19,24,43,79,498,230,272,35,143,54,80,32
36071,3626319,1207,1,0,0,57,158,174,106,37,15,18,18,33,114,44,135,54,1,102,73,67,26
36071,3626902,163,0,0,0,23,2,0,39,0,0,1,0,1,0,5,0,25,22,45,0,0,8
36071,3628310,2825,5,0,0,100,130,260,568,90,42,52,38,196,5,236,64,190,19,499,331,0,31
36071,3629542,4270,3,0,0,13,70,266,310,154,44,118,38,396,109,390,437,1029,44,548,106,195,56
36071,3630752,441,0,0,0,50,25,0,71,35,23,1,2,14,0,11,64,3,3,67,11,61,24
36071,3632325,868,0,0,0,26,89,298,124,24,0,11,13,48,1,16,19,38,22,44,64,31,18
36071,3634495,893,0,0,0,34,0,0,56,72,9,208,4,2,0,5,201,12,0,137,32,121,25
36071,3639853,11262,2,0,11,832,413,309,1174,131,75,203,134,590,135,667,1641,3620,21,92,984,228,39
36071,3646162,855,0,0,0,21,0,0,8,684,0,0,4,3,0,37,0,16,0,22,23,37,12
36071,3646349,6554,0,0,0,84,27,46,1714,5,8,256,53,73,9,259,1586,1219,67,936,212,0,51
36071,3647042,8146,2,0,168,233,1102,164,901,50,200,206,65,460,28,611,1008,1277,19,608,678,366,175
36071,3647988,3146,0,0,0,227,39,51,630,277,77,129,32,103,7,74,87,810,39,308,256,0,61
36071,3648142,949,2,0,0,45,135,72,45,90,3,16,3,82,0,42,17,102,4,156,55,80,30
36071,3648750,33,0,0,0,3,0,0,0,8,0,0,0,1,0,0,20,0,0,0,1,0,5
36071,3650034,11220,0,0,0,573,559,304,396,234,133,59,169,271,2,1330,2056,3222,50,856,500,506,165
36071,3650837,2051,0,0,0,169,283,130,127,54,7,25,45,31,0,140,110,518,97,150,165,0,56
36071,3655189,2127,0,0,0,80,112,267,246,28,62,21,41,93,7,488,125,403,19,81,50,4,53
36071,3655673,577,0,0,0,45,0,0,14,0,4,0,0,8,0,3,43,0,0,12,4,444,11
36071,3657980,633,0,0,0,39,13,7,127,87,9,27,2,37,0,18,12,42,0,158,51,4,21
36071,3659388,2744,0,0,24,118,465,10,195,30,2,35,14,76,0,465,76,750,13,216,89,166,66
36071,3664859,26,0,0,0,5,0,1,0,0,0,0,0,4,0,0,2,0,0,14,0,0,4
36071,3665882,6950,0,0,0,104,979,969,1195,167,641,67,53,107,7,594,11,1008,139,533,156,220,52
36071,3668610,461,0,0,0,151,0,2,54,75,0,1,16,86,0,5,3,5,1,42,9,11,21
36071,3670090,224,0,0,0,13,0,33,19,114,0,0,0,4,0,0,0,0,0,25,14,2,9
36071,3675779,545,0,0,0,44,14,47,64,3,24,7,15,29,0,52,86,39,10,46,24,41,31
36071,3675803,226,0,0,0,8,0,0,7,0,0,2,2,8,0,41,41,0,70,6,5,36,15
36071,3676210,99,0,0,0,0,12,0,17,0,10,0,0,4,0,9,0,0,0,29,5,13,7
36071,3676584,2197,0,0,0,150,39,57,625,355,2,63,52,33,0,218,65,96,15,320,103,4,18
36071,3677849,1130,0,0,2,98,189,78,210,23,2,26,13,87,0,18,69,48,0,90,70,107,52
36071,3678063,114,0,0,0,25,0,6,7,0,23,2,1,15,0,8,0,0,0,25,2,0,17
36071,3678355,2623,19,0,0,27,40,22,166,184,102,95,39,129,1,58,171,940,19,398,159,54,58
36071,3678421,561,0,0,0,42,30,20,53,217,30,5,11,17,0,38,11,7,0,30,50,0,18
36071,3678465,1536,0,0,0,88,85,6,146,106,32,31,5,32,0,101,669,99,11,53,72,0,32
36071,3680747,1390,0,0,34,140,0,0,9,14,1,41,0,280,3,88,66,108,0,273,333,0,24
36071,3682750,5703,0,5,1,180,25,32,2805,53,15,26,48,123,55,154,1091,171,3,714,72,130,87
36071,9999999,55508,1025,54,437,3768,2638,3354,5837,4845,755,1143,594,2449,291,2706,5518,9901,1634,3200,1607,3752,1184
36073,3601033,2178,4,0,14,36,170,14,203,54,45,97,9,14,5,65,297,430,4,194,60,463,45
36073,3635155,622,23,0,0,6,0,204,69,71,10,0,0,11,0,1,131,13,0,45,7,31,17
36073,3643918,398,69,0,0,3,124,4,10,4,5,1,0,1,0,0,137,3,0,9,0,28,9
36073,3646415,3087,47,0,3,57,828,49,322,288,14,19,3,40,0,166,166,572,10,313,100,90,61
36073,9999999,5469,603,40,0,293,756,78,525,127,5,7,14,75,0,152,1096,225,44,126,103,1200,216
36075,3601550,139,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,122,0,4,6
36075,3608059,216,0,0,0,20,43,27,8,0,0,0,0,6,0,10,0,5,13,74,10,0,13
36075,3613585,1431,0,0,0,16,0,2,454,89,4,16,0,23,0,41,468,81,2,188,47,0,19
36075,3616188,29,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,0,7,1,0,3
36075,3617893,179,3,0,16,6,8,0,64,0,0,5,0,2,0,19,38,0,0,9,9,0,9
36075,3627815,4707,0,0,17,129,755,38,499,21,36,161,34,55,0,56,1041,942,55,492,184,192,102
36075,3632017,378,0,0,0,0,23,0,55,0,10,7,2,0,0,0,243,3,0,4,1,30,7
36075,3640200,44,0,0,0,0,0,0,0,28,0,2,1,0,0,0,0,0,0,3,2,8,5
36075,3646811,880,0,0,0,3,5,1,133,0,4,27,5,5,0,0,423,47,9,109,14,95,22
36075,3647680,82,0,0,5,5,16,0,8,23,0,0,1,4,0,0,0,1,0,1,0,18,11
36075,3655574,9967,2,14,21,172,128,40,1205,22,70,283,50,211,0,41,2004,2396,143,1148,225,1792,168
36075,3656341,217,0,0,0,16,30,76,33,2,6,17,0,6,0,0,0,1,0,13,11,6,10
36075,3657661,648,0,0,0,10,36,2,24,0,0,14,24,17,0,2,427,6,0,21,21,44,17
36075,3659960,1654,3,0,11,1,168,15,443,8,4,21,13,5,0,18,279,352,18,202,22,71,29
36075,3665024,16,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,3,5,0,4
36075,3665068,309,0,0,0,0,0,6,37,0,2,0,0,7,0,0,244,0,0,1,8,4,9
36075,9999999,11151,229,54,1805,1256,2000,372,889,301,17,56,160,311,3,488,983,264,27,1187,387,362,500
