cty,stplc,C000,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,n_blocks
36103,3646074,1001,16,0,0,154,30,19,193,41,0,16,2,36,0,65,4,117,0,216,83,9,98
36103,3646085,1921,0,0,0,110,3,10,60,25,4,2,0,17,0,33,1342,70,4,178,59,4,80
36103,3646140,1450,51,0,0,206,112,10,169,6,88,58,29,49,7,93,141,33,116,162,99,21,47
36103,3646404,8155,3,11,30,679,591,985,1446,191,59,174,43,166,69,284,641,1490,109,712,452,20,139
36103,3646514,46469,31,41,975,1414,4375,3814,1135,458,1219,6147,485,6570,2927,9388,804,4623,320,1268,470,5,144
36103,3646976,2878,3,20,0,241,32,6,365,108,139,0,10,31,0,24,451,971,83,256,117,21,34
36103,3647306,2387,1,0,0,173,15,23,395,50,0,44,8,131,18,54,456,269,30,513,207,0,75
36103,3648054,1542,16,0,0,180,6,6,155,48,22,14,34,43,0,159,98,39,64,623,25,10,92
36103,3648450,534,13,0,0,22,12,3,21,0,0,1,16,13,0,62,0,146,20,147,58,0,12
36103,3649066,1856,2,0,0,165,12,29,117,11,2,41,10,77,3,154,466,335,49,296,81,6,62
36103,3649424,58,0,0,0,8,0,0,6,2,0,1,1,1,0,4,0,6,3,24,2,0,9
36103,3649825,4753,0,0,0,264,351,122,1258,63,3,67,41,221,19,654,156,608,83,492,301,50,81
36103,3650727,55,0,0,0,3,0,0,7,0,0,0,0,1,0,0,0,0,0,42,2,0,5
36103,3651286,313,0,0,0,12,0,0,79,0,4,5,3,11,0,14,59,21,91,11,3,0,7
36103,3651396,3070,5,0,0,472,270,173,238,77,34,15,30,60,24,227,250,438,10,228,519,0,81
36103,3651418,51,0,0,0,27,0,3,2,0,0,0,1,1,0,2,8,5,0,0,2,0,6
36103,3651440,3834,4,0,0,194,24,47,445,22,57,88,26,67,0,182,1096,663,66,700,138,15,113
36103,3651495,3648,0,0,4,235,748,1268,358,53,0,28,46,78,0,186,123,175,0,213,133,0,91
36103,3651528,3971,0,0,0,257,206,1277,928,123,2,15,23,52,16,55,364,276,64,201,112,0,65
36103,3652078,793,0,0,0,24,29,368,57,10,0,1,2,41,4,21,9,117,0,68,42,0,27
36103,3652188,94,0,0,0,30,1,1,2,0,3,4,2,5,1,18,0,0,0,5,17,5,16
36103,3653198,6004,0,0,0,640,1376,603,527,239,17,59,61,126,0,308,118,547,2,529,154,698,112
36103,3653319,3175,0,0,0,72,39,24,684,13,0,26,6,33,126,65,1153,213,58,495,168,0,57
36103,3653396,3576,0,0,0,104,78,60,230,3,82,51,96,207,18,91,1069,613,233,420,105,116,63
36103,3653561,1440,3,0,0,322,31,15,157,18,11,23,20,72,4,403,0,90,69,143,59,0,65
36103,3653775,521,76,0,0,33,119,5,28,36,0,4,0,13,0,11,6,46,122,12,10,0,12
36103,3653852,532,38,0,0,148,0,2,17,9,4,5,35,42,0,128,2,9,18,60,15,0,51
36103,3654056,831,7,0,0,121,75,52,94,0,64,3,11,25,0,118,11,47,89,78,36,0,54
36103,3654111,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36103,3654144,2650,0,0,0,87,2,186,287,16,52,29,41,37,3,132,39,1113,39,492,95,0,53
36103,3654430,161,0,0,0,39,0,0,1,0,0,0,0,0,0,5,38,0,0,15,7,56,11
36103,3654617,49,0,0,0,8,0,0,0,1,0,1,4,2,0,5,0,10,0,2,16,0,8
36103,3655321,364,5,0,0,10,0,0,4,42,0,1,0,189,8,21,33,30,5,3,9,4,12
36103,3656660,6708,2,0,67,204,213,61,726,27,175,217,59,407,68,105,1159,892,132,1419,426,349,103
36103,3656968,391,72,0,0,21,87,0,2,6,0,2,0,1,0,59,108,1,0,0,32,0,10
36103,3659157,96,0,0,0,35,0,0,2,0,0,3,8,1,8,13,1,6,0,18,1,0,5
36103,3659355,4761,0,0,76,138,22,89,195,172,79,190,21,220,36,68,368,1939,92,748,131,177,76
36103,3659377,3752,0,0,2,453,105,52,283,0,85,55,43,32,166,137,213,1274,56,520,219,57,68
36103,3660408,144,0,0,0,57,0,7,0,0,0,5,2,4,0,18,0,15,0,0,36,0,12
36103,3660422,875,0,0,0,329,9,48,38,1,19,1,8,31,0,101,42,50,69,40,35,54,35
36103,3661142,875,0,1,0,152,6,22,97,0,3,11,15,80,0,83,102,58,23,165,57,0,27
36103,3661665,1837,0,0,0,296,0,28,49,7,133,26,33,81,0,38,439,459,13,97,89,49,61
36103,3661973,9488,43,0,94,373,270,205,2185,40,159,204,51,294,32,250,1516,1753,438,888,293,400,115
36103,3662066,238,0,0,0,31,8,12,22,0,2,9,9,2,0,29,0,34,0,68,12,0,14
36103,3663319,3039,0,0,0,288,84,20,471,33,2,62,18,130,0,268,559,404,74,424,202,0,93
36103,3663473,15759,0,0,7,2542,1657,2747,931,1479,226,189,191,1092,271,1018,354,2311,134,181,367,62,143
36103,3664452,351,41,0,3,10,89,0,85,0,24,4,32,4,0,5,0,0,9,21,24,0,16
36103,3664485,1562,13,0,1,60,2,2,247,3,23,32,25,59,5,97,258,14,24,570,37,90,53
36103,3664584,4876,0,2,0,375,23,130,942,459,49,57,71,189,1,212,590,558,148,757,262,51,122
36103,3664881,27,0,0,0,4,2,0,4,0,0,0,0,0,0,0,0,12,0,4,1,0,2
36103,3665409,5665,4,0,0,196,260,42,1023,65,92,172,14,190,2,253,956,1194,52,868,272,10,122
36103,3666212,4984,0,0,0,227,17,20,844,43,2,62,12,93,20,101,2170,481,37,531,271,53,115
36103,3666465,1092,3,0,0,59,28,23,198,15,111,313,8,50,1,28,16,62,14,105,58,0,33
36103,3666828,548,0,5,0,45,3,5,54,57,19,4,8,40,0,69,2,4,38,47,37,111,26
36103,3666850,364,15,0,0,21,1,1,36,46,1,1,3,13,0,16,91,2,33,68,14,2,30
36103,3667048,364,2,0,0,71,5,8,81,0,0,19,2,10,3,94,0,10,1,26,32,0,31
36103,3667070,5160,0,0,5,343,1147,198,1089,107,195,109,29,145,6,145,28,677,68,654,198,17,202
36103,3667191,108,0,0,0,48,0,0,0,0,0,0,0,4,0,8,0,12,1,0,35,0,9
36103,3667851,15125,4,0,5,453,40,186,452,170,248,229,68,602,230,3382,1625,5287,103,945,294,802,200
36103,3668374,218,0,0,0,40,4,8,50,11,7,0,0,10,0,31,3,7,1,18,28,0,53
36103,3668462,5345,0,0,4,428,52,96,386,105,86,86,46,160,2,212,451,1511,83,372,252,1013,85
36103,3669254,7202,0,0,0,690,77,41,1985,65,7,129,76,199,6,94,2097,463,57,879,337,0,82
36103,3669452,1811,35,0,0,131,61,25,271,2,24,11,57,21,0,80,233,97,53,299,74,337,72
36103,3670387,1127,7,6,0,213,14,23,40,1,7,5,23,48,1,278,188,144,21,53,38,17,95
36103,3671608,3712,0,0,6,122,0,45,702,25,120,47,26,137,2,127,218,827,173,843,245,47,111
36103,3671620,8848,0,0,11,7,44,14,28,0,4,5,0,2834,0,15,3534,1498,3,427,144,280,10
36103,3673352,3170,0,0,0,130,16,40,697,22,19,77,35,183,0,131,576,547,82,462,143,10,67
36103,3675572,1165,17,0,0,302,13,70,158,9,0,12,14,26,0,132,113,1,159,53,86,0,22
36103,3677519,3164,0,0,0,75,55,6,218,15,2,123,100,200,5,108,210,1418,51,261,317,0,13
36103,3677772,1638,45,0,2,82,4,20,195,8,1,26,1,162,1,43,191,288,7,424,101,37,45
36103,3677805,1069,5,0,0,241,4,15,118,38,18,0,0,55,0,121,122,129,60,102,41,0,25
36103,3678575,1267,66,0,0,123,38,6,332,37,10,8,27,91,23,200,4,27,66,122,84,3,37
36103,3679246,13035,0,0,17,1796,1068,695,1709,471,161,119,239,476,81,1527,1360,1902,225,538,611,40,333
36103,3679301,552,0,0,0,47,0,6,60,38,1,25,9,7,1,21,204,36,80,5,12,0,36
36103,3680170,1165,29,5,0,147,18,5,49,48,0,11,15,30,0,179,131,385,35,31,47,0,45
36103,3680181,2075,0,0,0,242,10,36,283,109,49,29,60,99,0,112,325,200,74,227,142,78,40
36103,3680258,2214,119,0,0,33,31,155,151,21,1,41,8,248,2,466,310,128,102,320,78,0,54
36103,3680302,9675,0,0,1,448,92,38,1351,116,87,106,51,444,1,193,1099,4737,1,537,306,67,181
36103,3680885,987,2,0,0,70,77,34,65,0,3,27,1,33,2,14,301,167,26,110,55,0,36
36103,3681419,469,0,0,0,7,1,16,13,0,0,2,1,7,0,17,99,61,77,21,28,119,22
36103,3683294,2805,0,0,0,268,680,647,105,6,27,9,18,12,0,83,475,109,73,45,248,0,63
36103,3683426,5283,2,0,0,1234,792,663,471,183,4,1,67,106,5,560,709,289,30,81,80,6,41
36103,9999999,3830,0,0,0,2,0,12,85,0,19,0,4,3187,0,31,0,163,111,95,121,0,17
36105,3604616,83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,61,0,19,2,0,6
36105,3606959,129,0,0,0,5,5,1,11,8,0,0,0,5,0,3,0,0,4,9,78,0,8
36105,3608158,397,0,0,0,1,0,5,93,0,0,10,10,0,210,0,0,53,11,0,0,4,5
36105,3611748,357,0,0,9,11,0,3,111,0,47,5,0,2,0,1,0,97,5,62,4,0,10
36105,3623811,215,2,0,0,0,1,0,43,0,2,5,1,0,0,0,130,0,0,0,5,26,7
36105,3625230,1008,0,16,0,0,0,0,21,0,17,0,9,0,0,0,413,37,0,1,10,484,11
36105,3629707,277,0,0,0,0,0,0,0,0,0,5,0,11,0,0,251,0,0,4,0,6,4
36105,3631973,17,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,1
36105,3635738,27,6,0,0,9,3,0,0,0,0,0,3,1,0,0,0,0,2,3,0,0,4
36105,3637154,93,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,49,7,9,18,0,8
36105,3638506,286,0,0,0,3,0,1,75,0,5,92,0,7,0,4,0,32,0,56,3,8,9
36105,3638985,45,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,4,0,25,11,0,4
36105,3639485,552,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,478,0,5,53,0,3
36105,3640552,16,0,0,0,0,0,1,0,0,0,5,0,4,0,0,0,2,0,4,0,0,3
36105,3642224,2687,0,0,63,45,496,6,362,13,14,72,33,13,0,66,713,455,12,145,62,117,42
36105,3642928,216,0,0,0,14,0,30,46,23,14,4,0,6,0,7,0,0,0,31,4,37,11
36105,3643038,372,0,0,0,2,0,0,10,24,0,0,0,1,0,11,241,51,0,12,17,3,13
36105,3647977,60,0,0,0,27,0,0,9,0,0,0,0,0,0,4,0,5,5,0,10,0,6
36105,3648175,7357,25,0,0,23,16,68,300,231,14,30,27,133,51,99,668,3068,227,1266,177,934,68
36105,3648736,101,2,0,0,2,73,0,5,2,0,0,1,0,0,0,0,0,0,5,11,0,8
36105,3649473,200,0,0,0,6,12,9,40,8,15,10,0,0,0,1,0,2,4,40,22,31,11
36105,3663132,656,0,0,6,6,5,4,49,12,27,74,14,19,14,122,0,221,0,58,25,0,24
36105,3663583,396,0,0,0,1,17,10,21,6,4,0,0,4,18,0,233,0,2,75,5,0,11
36105,3667730,70,1,26,0,27,0,0,4,0,0,0,0,1,0,9,0,0,2,0,0,0,7
36105,3668968,904,0,0,0,41,282,99,49,151,3,4,13,4,0,0,32,56,0,20,16,134,20
36105,3672400,34,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,11,0,9,1,0,4
36105,3681655,30,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,18,4,0,4
36105,3682733,608,0,0,0,4,0,1,1,0,0,15,0,9,0,11,0,85,27,2,0,453,12
36105,3682953,513,0,0,0,2,207,0,46,12,1,15,24,5,0,26,12,4,0,0,118,41,13
36105,3683272,302,0,0,57,7,3,15,37,10,4,40,1,18,0,5,40,18,0,33,11,3,17
36105,3683283,11,0,0,0,0,0,1,0,0,0,0,3,2,0,3,1,0,0,1,0,0,4
36105,9999999,9746,401,50,29,905,707,167,1038,650,16,113,165,228,244,585,531,1975,203,932,318,489,486
36107,3602308,393,0,0,0,4,1,2,55,1,1,1,3,17,0,4,57,43,4,186,14,0,19
36107,3612210,293,0,7,0,4,3,5,5,0,6,2,0,4,0,0,228,13,0,6,0,10,7
36107,3618993,230,0,0,0,4,0,0,2,2,0,0,0,155,0,0,34,30,0,0,3,0,10
36107,3649902,313,0,0,0,4,8,0,47,42,0,11,0,0,1,7,167,1,0,3,19,3,13
36107,3651110,42,0,0,0,6,2,0,19,0,0,5,0,0,0,0,0,0,0,9,1,0,3
36107,3655882,2566,0,0,4,46,50,268,300,76,20,35,5,78,0,93,431,301,4,222,110,523,44
36107,3670167,458,0,0,0,41,0,0,43,0,28,42,0,13,0,63,177,13,0,10,1,27,14
36107,3673990,237,0,0,0,7,0,1,18,0,0,2,0,49,0,82,48,18,0,12,0,0,10
36107,3678806,1633,6,0,0,53,276,3,284,12,9,17,4,6,1,48,387,275,30,102,51,69,37
36107,9999999,6559,94,16,12,253,3057,313,337,392,39,40,19,151,107,146,233,225,64,755,121,185,172
36109,3610077,12,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36109,3613079,880,17,0,0,0,12,0,10,0,26,10,36,80,0,0,117,368,12,88,46,58,29
36109,3619609,62,0,0,0,5,6,2,0,0,0,0,0,1,0,0,3,0,2,2,11,30,8
36109,3620951,862,0,0,0,11,26,8,119,86,1,120,10,10,0,0,215,82,5,66,34,69,18
36109,3622326,11355,0,0,0,6,8,0,62,0,3,22,20,21,0,10,11079,39,1,71,12,1,14
36109,3626561,15,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,2,0,4
36109,3627529,350,0,0,0,2,0,0,5,0,14,0,0,1,0,1,8,312,0,7,0,0,6
36109,3630961,662,0,0,0,1,42,0,41,42,0,60,3,8,0,18,188,125,0,45,15,74,17
36109,3638077,13378,0,0,26,223,440,114,2272,216,220,489,362,755,7,473,1248,1441,252,2135,943,1762,206
36109,3638209,26,0,0,1,12,0,0,2,0,0,5,0,6,0,0,0,0,0,0,0,0,6
36109,3641223,3700,188,0,0,11,219,43,539,110,31,257,49,727,17,58,33,690,96,358,245,29,26
36109,3644358,105,0,0,0,14,0,0,11,0,0,0,53,1,0,0,17,0,0,2,7,0,5
36109,3650243,224,0,0,0,8,0,0,0,2,9,2,0,0,0,0,164,0,0,6,8,25,8
36109,3651915,703,0,0,0,0,1,4,0,5,9,0,3,67,0,6,454,142,0,0,12,0,11
36109,3653853,2540,34,0,0,0,0,19,0,0,2,0,7,16,175,6,9,2221,50,0,1,0,14
36109,3667631,26,0,0,0,17,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,2
36109,3669199,3715,0,0,0,6,12,16,20,0,2,6,14,257,1,23,2878,304,0,172,4,0,15
36109,3669342,274,0,0,0,22,40,0,34,0,35,0,0,36,0,0,10,18,0,52,27,0,10
36109,3675506,617,0,0,0,26,9,2,43,0,11,11,0,12,0,9,252,26,34,100,2,80,21
36109,3676969,33,0,0,0,0,0,0,0,2,0,3,0,15,0,0,0,0,0,0,13,0,6
36109,3679697,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36109,9999999,7383,275,241,148,518,1821,289,383,168,75,24,83,412,164,358,998,577,59,287,313,190,345
36111,3600155,198,0,0,0,22,39,3,31,0,0,0,0,10,0,0,1,7,8,75,2,0,9
36111,3616452,576,46,0,0,29,20,48,5,77,2,0,0,3,0,7,1,19,0,305,14,0,20
36111,3618762,25,0,0,0,0,0,3,0,0,1,0,0,14,0,0,0,3,0,4,0,0,4
36111,3622370,32,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,1
36111,3623965,1186,0,7,0,50,59,0,75,106,26,24,5,14,3,9,405,91,2,133,15,162,42
36111,3628244,619,2,0,0,68,65,31,68,29,9,5,1,37,0,0,8,18,0,236,2,40,12
36111,3629014,208,0,0,0,19,4,3,35,5,0,4,6,12,0,11,38,56,0,14,1,0,10
36111,3634451,114,0,0,0,26,0,0,14,0,0,0,0,8,0,0,1,28,5,32,0,0,8
36111,3634484,1682,25,0,0,102,193,11,197,29,16,54,24,39,0,100,119,437,4,174,60,98,46
36111,3634786,42,0,0,0,1,0,1,4,2,0,1,0,5,0,0,0,28,0,0,0,0,5
36111,3637132,358,0,0,3,51,10,2,18,17,11,8,0,4,64,16,1,64,21,10,17,41,30
36111,3639397,256,20,0,0,17,19,8,52,1,1,2,5,27,4,3,0,11,0,64,22,0,21
36111,3639727,13788,8,0,4,515,635,254,774,138,201,333,174,459,381,718,1692,3513,112,982,615,2280,221
36111,3640585,1687,0,0,0,50,41,27,383,0,73,18,5,40,0,47,9,741,0,119,30,104,18
36111,3642488,1126,2,0,0,51,10,62,165,5,16,204,51,23,0,12,5,162,1,251,106,0,27
36111,3644677,15,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,7,0,2,3,4
36111,3645700,940,17,0,1,68,31,2,97,18,29,4,5,20,0,62,345,39,19,61,31,91,26
36111,3647554,895,10,0,0,83,279,151,52,27,7,5,5,25,0,24,44,24,10,89,52,8,20
36111,3649418,99,0,4,0,1,0,0,31,8,1,1,0,1,0,0,0,7,0,16,29,0,11
36111,3650551,3635,0,0,0,22,31,2,146,35,47,48,32,117,8,128,1589,340,34,788,132,136,37
36111,3657650,182,0,0,0,0,0,0,11,0,11,2,1,7,0,2,0,1,12,66,0,69,9
36111,3658057,33,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,4,0,23,0,0,5
36111,3658541,240,4,0,0,9,0,0,90,0,0,0,0,0,0,9,53,12,0,0,4,59,6
36111,3659311,415,0,0,0,16,4,0,72,10,87,10,6,14,7,63,1,12,7,18,24,64,25
36111,3661797,8,0,0,0,1,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,3
36111,3663725,226,0,0,0,10,20,0,93,3,15,3,1,1,0,11,0,0,2,57,10,0,13
36111,3664056,10,0,0,0,6,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
36111,3665288,1313,0,0,0,37,50,0,209,2,0,72,6,60,6,2,86,132,41,342,90,178,40
36111,3665310,227,0,0,0,25,5,0,29,12,0,3,0,0,0,4,0,36,28,69,16,0,12
36111,3667081,191,0,0,0,11,20,57,39,5,3,1,0,25,0,2,0,24,0,2,2,0,9
36111,3671597,724,173,0,0,40,32,5,81,0,3,6,0,52,0,43,47,49,13,107,27,46,14
36111,3673902,215,0,0,3,10,17,0,16,110,0,0,2,0,0,36,0,1,0,18,2,0,12
36111,3677948,29,0,0,0,16,0,1,0,1,0,0,1,1,0,0,0,0,0,6,3,0,7
36111,3678003,1192,0,0,0,36,147,0,19,88,10,78,11,15,0,4,283,13,3,58,12,415,17
36111,3680291,236,0,0,0,16,0,4,73,0,22,3,16,5,1,19,0,30,3,38,3,3,18
36111,3683041,1646,0,0,0,43,405,10,234,0,23,47,13,21,0,18,22,26,52,569,38,125,32
36111,3684187,107,0,0,0,4,1,1,0,0,6,0,0,13,0,0,7,68,3,3,1,0,13
36111,9999999,22765,475,111,237,1553,1337,757,3796,848,218,195,191,559,46,1214,3659,1552,334,2990,774,1919,778
36113,3607245,563,0,0,0,10,14,0,71,0,3,2,4,0,0,0,93,25,12,273,12,44,13
36113,3615363,177,0,0,0,2,0,0,58,0,3,11,1,16,4,3,0,25,0,46,8,0,14
36113,3629333,12842,21,15,0,168,1724,500,906,56,657,330,94,590,110,1688,471,4012,257,636,352,255,141
36113,3629338,6326,14,0,0,71,584,47,1952,96,90,482,52,258,108,99,643,520,112,997,198,3,63
36113,3640508,1105,0,0,0,22,15,0,74,19,1,1,2,12,0,0,205,1,18,570,22,143,20
36113,3640651,493,0,0,0,9,18,1,60,51,7,9,0,16,8,3,222,22,1,13,9,44,20
36113,3651847,421,0,0,0,12,8,9,63,0,0,6,15,2,0,0,124,81,8,55,0,38,14
36113,3659619,256,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,2,0,11,237,0,6
36113,3678289,1020,0,22,19,35,21,2,136,2,21,20,3,28,0,68,178,170,1,136,63,95,26
36113,3680082,2483,0,0,71,417,214,304,131,83,0,73,3,14,371,78,24,398,56,186,60,0,59
36113,9999999,8535,132,81,128,712,790,156,1063,82,7,71,119,144,18,268,791,822,329,1293,167,1362,261
36115,3602550,161,0,0,0,102,0,0,19,0,0,11,0,2,0,0,0,15,0,0,12,0,4
36115,3611825,571,0,0,0,1,39,14,77,23,2,20,1,8,0,4,255,35,0,26,6,60,22
36115,3626704,99,0,0,0,0,12,0,19,0,0,6,0,0,0,3,0,0,0,19,0,40,6
36115,3626770,913,0,0,0,30,374,1,9,2,2,0,0,0,0,187,98,64,3,16,24,103,15
36115,3630026,1000,5,0,5,2,375,0,92,7,30,24,8,11,0,2,167,148,6,50,1,67,25
36115,3630675,637,0,0,0,10,73,10,34,4,17,43,19,7,0,3,230,20,22,78,19,48,17
36115,3635980,754,0,0,0,72,37,4,109,4,6,16,7,48,0,53,22,196,0,28,70,82,56
36115,3652067,99,0,0,0,0,20,0,6,0,0,0,0,7,0,0,0,66,0,0,0,0,3
36115,3664771,293,0,0,0,1,0,0,33,0,0,8,0,3,0,0,184,7,0,12,17,28,12
36115,3681622,278,0,0,0,6,0,22,81,2,4,14,4,6,0,0,0,9,1,40,31,58,20
36115,9999999,10012,514,127,2,707,1758,200,1115,244,38,168,58,162,35,321,1360,770,140,373,177,1743,377
36117,3616573,533,0,0,0,14,372,0,17,18,8,8,8,0,0,2,0,17,0,26,11,32,18
36117,3628138,543,0,0,0,13,0,33,11,1,1,8,11,20,3,138,255,20,0,26,3,0,23
36117,3643962,2167,3,0,0,3,129,123,100,39,2,46,7,29,129,65,248,119,3,148,39,935,35
36117,3644149,1122,0,0,0,22,404,2,292,31,0,33,0,24,0,28,81,73,0,53,14,65,17
36117,3645634,355,0,0,0,17,101,20,40,54,0,8,0,1,0,0,64,9,0,2,5,34,9
36117,3649891,6056,3,0,0,86,1155,28,750,77,19,74,35,49,19,256,1493,1438,30,325,78,141,74
36117,3653462,199,0,0,0,0,11,35,12,34,0,0,0,0,0,0,100,0,0,7,0,0,5
36117,3655002,514,16,0,0,77,8,16,97,2,13,10,32,1,0,17,0,49,0,41,28,107,20
36117,3656187,867,0,0,0,29,92,7,112,0,16,36,6,18,0,1,347,50,7,88,32,26,28
36117,3659993,29,4,0,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,6,11,0,7
36117,3660829,116,0,0,0,6,7,0,0,51,12,0,0,0,0,2,0,24,0,11,3,0,9
36117,3665332,145,0,0,0,14,53,20,14,2,0,16,0,0,0,0,0,26,0,0,0,0,6
36117,3668209,583,5,0,10,9,122,13,79,20,7,141,0,6,0,2,0,71,0,39,6,53,13
36117,3668242,180,0,0,0,2,0,6,30,0,0,0,0,3,0,7,0,3,25,72,6,26,9
36117,3678091,277,0,0,0,5,8,4,115,0,22,9,0,3,0,0,0,15,0,51,18,27,10
36117,3682029,1648,0,0,0,48,591,105,148,18,0,8,4,25,0,9,413,66,0,150,30,33,18
36117,3682678,365,44,0,0,19,22,1,97,22,0,12,0,11,0,10,55,5,0,26,5,36,21
36117,9999999,11780,1395,35,411,1163,2635,527,1086,224,51,92,203,288,4,429,1580,477,136,568,289,187,468
36119,3602506,1703,0,0,0,65,22,34,197,0,28,43,48,145,0,117,102,415,124,209,112,42,37
36119,3602649,5603,0,0,0,632,1630,311,385,55,26,178,151,300,633,168,26,287,121,360,183,157,45
36119,3605309,671,4,0,0,54,4,17,218,0,23,18,40,41,1,7,106,38,2,57,38,3,14
36119,3605342,1674,0,0,1,248,80,60,202,7,21,40,9,136,0,155,81,162,13,45,214,200,28
36119,3608103,2726,0,0,0,139,5,349,184,36,4,99,36,217,25,66,411,567,66,178,233,111,60
36119,3608532,3651,0,0,0,35,30,47,317,9,39,129,177,175,53,45,565,939,26,482,486,97,77
36119,3610341,901,0,0,201,26,26,12,29,1,0,5,15,8,10,348,49,51,0,25,42,53,19
36119,3613805,1087,0,0,3,8,6,10,110,2,60,35,23,78,0,73,186,113,30,148,202,0,22
36119,3619092,890,0,0,0,5,14,9,320,0,1,5,1,67,0,13,2,296,0,110,47,0,18
36119,3619213,2592,0,0,9,126,28,55,512,64,37,65,38,110,9,51,355,415,132,333,140,113,55
36119,3619290,614,0,0,5,109,0,7,70,1,2,10,23,4,0,65,1,250,0,45,22,0,13
36119,3620698,6321,0,0,0,164,28,28,265,2,93,37,55,135,2,60,2824,1664,35,481,289,159,81
36119,3621809,6990,7,0,0,513,12,143,1163,96,22,225,421,336,3,273,776,1407,186,733,489,185,159
36119,3624295,4088,0,0,0,877,40,182,355,68,28,55,348,400,31,533,199,155,121,363,126,207,58
36119,3625120,1618,0,0,0,96,467,57,362,0,0,99,22,2,0,180,87,119,10,33,41,43,27
36119,3629476,312,0,0,0,42,11,13,120,0,2,0,0,39,0,2,0,50,1,0,29,3,13
36119,3630642,3037,0,0,0,43,4,42,686,74,27,102,75,201,76,129,540,279,148,303,308,0,57
36119,3632402,23123,2,0,2,820,160,672,619,762,175,5448,641,2502,3171,621,2791,1536,1058,923,866,354,214
36119,3632523,2453,0,0,0,71,49,11,585,3,2,22,203,57,45,239,180,399,17,445,125,0,22
36119,3632710,2210,0,0,0,89,8,10,156,2,16,22,33,76,0,20,673,645,31,256,141,32,75
36119,3632842,1509,0,0,0,716,40,100,215,26,5,33,12,89,0,81,3,43,9,56,78,3,47
36119,3634118,1050,0,0,0,4,0,0,106,0,1,0,3,14,0,11,593,181,8,97,27,5,13
36119,3637803,2799,0,0,0,88,139,136,136,4,112,102,68,255,344,76,479,317,58,196,129,160,43
36119,3638500,2392,0,0,0,197,9,24,647,10,140,65,27,72,38,71,142,464,212,151,123,0,74
36119,3638946,966,0,0,0,65,10,16,182,2,59,69,17,75,0,32,1,132,6,166,101,33,27
36119,3640689,2403,0,0,0,61,14,6,521,208,2,35,5,59,0,20,686,483,16,170,82,35,33
36119,3641333,2854,2,0,0,152,8,63,419,1,2,147,418,121,3,117,224,182,182,435,378,0,80
36119,3642455,190,0,0,0,84,0,2,23,0,0,10,0,10,0,30,0,9,21,0,1,0,15
36119,3644831,7945,0,0,30,929,200,371,596,22,120,92,209,274,62,361,1227,1018,560,746,559,569,166
36119,3647482,2100,0,0,0,34,0,0,1927,9,0,0,21,4,0,11,0,20,0,44,28,2,7
36119,3648208,834,0,0,0,68,48,0,35,159,0,0,0,3,0,12,297,41,114,32,21,4,13
36119,3648890,8299,0,0,0,315,273,310,1120,50,102,320,136,298,84,643,289,2730,347,677,449,156,77
36119,3649121,20288,0,12,34,4280,1256,1037,2572,900,76,118,718,578,440,1235,1536,2609,135,777,1103,872,327
36119,3650617,23524,0,2,10,1633,341,516,2952,574,524,182,818,717,110,2351,3880,4520,259,1885,1399,851,445
36119,3655530,5863,0,0,0,457,179,60,368,20,65,81,62,135,7,264,881,830,36,416,509,1493,130
36119,3656869,66,0,0,0,9,0,0,0,1,0,0,8,0,0,8,0,0,2,38,0,0,5
36119,3656979,6320,0,0,0,579,255,225,542,160,83,300,77,378,36,443,722,650,85,705,655,425,167
36119,3657001,3066,0,0,0,949,385,87,239,21,127,161,142,196,42,124,29,193,67,179,125,0,68
36119,3657023,3083,0,0,0,27,20,28,816,23,30,33,32,78,47,181,447,199,291,499,247,85,72
36119,3658728,4067,0,0,0,170,98,68,420,17,54,79,36,438,4,87,694,966,32,560,213,131,68
36119,3659223,7730,0,0,0,676,813,362,1814,82,66,121,207,213,20,434,288,812,274,878,418,252,169
36119,3664309,8646,0,4,1319,224,19,157,456,78,834,422,203,342,56,118,1119,1049,717,687,655,187,163
